sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;cd_cargo;nm_regiao;qt_votos_nom_validos;nm_mun_clean;geocodigo
RJ;VOLTA REDONDA;Prefeito;45;ELDERSON FERREIRA DA SILVA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;0;VOLTA REDONDA;3306305.0
BA;ITAJU DO COLÔNIA;Prefeito;55;ELDER MARQUES FONTES;PSD;PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;2783;ITAJU DO COLÔNIA;2915403.0
GO;CATALÃO;Prefeito;10;ELDER GALDINO PEREIRA;REPUBLICANOS;REPUBLICANOS / PDT / PRD / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;9121;CATALÃO;5205109.0
PA;ABAETETUBA;Prefeito;40;ELDER DA SILVA FEIO;PSB;PSB / AGIR / PDT / Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORTE;6345;ABAETETUBA;1500107.0
MG;IPUIÚNA;Prefeito;22;ELDER CASSIO DE SOUZA OLIVA;PL;PL / UNIÃO / PSD;Eleito;11;SUDESTE;4955;IPUIÚNA;3131505.0
GO;MAURILÂNDIA;Prefeito;44;ELDER ALVES DE SÁ;UNIÃO;PODE / PL / PRD / UNIÃO;Não eleito;11;CENTRO-OESTE;2824;MAURILÂNDIA;5213004.0
MG;RAPOSOS;Prefeito;55;ELDEIR LUIZ DA SILVA;PSD;PSD / PDT;Não eleito;11;SUDESTE;251;RAPOSOS;3153905.0
BA;IPECAETÁ;Prefeito;55;ELCYDES PIAGGIO DE OLIVEIRA JUNIOR;PSD;PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PP;Eleito;11;NORDESTE;9191;IPECAETÁ;
PE;IGARASSU;Prefeito;45;ELCIONE DA SILVA RAMOS PEDROZA BARBOSA;PSDB;PP / PDT / PL / UNIÃO / PSD / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;40820;IGARASSU;2606804.0
PR;INÁCIO MARTINS;Prefeito;13;ÉLCIO WSZOLEK;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;387;INÁCIO MARTINS;4110201.0
MG;PADRE CARVALHO;Prefeito;11;ELCIO PEREIRA DE OLIVEIRA;PP;PP / MDB / AVANTE;Não eleito;11;SUDESTE;1606;PADRE CARVALHO;3146255.0
PR;SANTANA DO ITARARÉ;Prefeito;55;ELCIO JOSÉ VIDAL;PSD;PDT / PSD / REPUBLICANOS / PL;Eleito;11;SUL;2191;SANTANA DO ITARARÉ;
PR;QUEDAS DO IGUAÇU;Prefeito;55;ELCIO JAIME DA LUZ;PSD;PSD / PL / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;6855;QUEDAS DO IGUAÇU;4120903.0
MG;ANTÔNIO DIAS;Prefeito;55;ELCIO DE ALMEIDA ATAIDE;PSD;PP / MDB / PSD / AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;4510;ANTÔNIO DIAS;3103009.0
MA;CONCEIÇÃO DO LAGO-AÇU;Prefeito;22;ELCILENE PINHEIRO PEREIRA DOS SANTOS;PL;PL / PRD / UNIÃO;Eleito;11;NORDESTE;5783;CONCEIÇÃO DO LAGO-AÇU;2103554.0
MS;DOURADOS;Prefeito;18;ELBERTO TELES RIBEIRO;REDE;Federação PSOL REDE (PSOL / REDE);Não eleito;11;CENTRO-OESTE;377;DOURADOS;5003702.0
PI;INHUMA;Prefeito;55;ELBERT HOLANDA MOURA;PSD;PP / PSD;Eleito;11;NORDESTE;5540;INHUMA;2204709.0
MG;CABECEIRA GRANDE;Prefeito;45;ELBER DE OLIVEIRA SILVA;PSDB;PL / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;2260;CABECEIRA GRANDE;3109451.0
GO;GOIÁS;Prefeito;44;ELBER CARLOS SILVA;UNIÃO;MDB / UNIÃO / PL / AVANTE / PODE;Não eleito;11;CENTRO-OESTE;6291;GOIÁS;5208905.0
MG;NOVA PORTEIRINHA;Prefeito;23;ELBE FIGUEIREDO BRANDÃO;CIDADANIA;PRTB / PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;1939;NOVA PORTEIRINHA;3145059.0
SE;SALGADO;Prefeito;50;ELBA SILVEIRA CHAGAS SILVA;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;159;SALGADO;2806206.0
MG;RIO PRETO;Prefeito;22;ELBA HYPOLITO;PL;PL;Não eleito;11;SUDESTE;350;RIO PRETO;3155900.0
PA;MONTE ALEGRE;Prefeito;25;ELANILDO RAIMUNDO RÊGO DOS SANTOS;PRD;PRD;Não eleito;11;NORTE;209;MONTE ALEGRE;1504802.0
MA;ARAIOSES;Prefeito;10;ELANIEL PABLO PINHO;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;304;ARAIOSES;2100907.0
MG;BERILO;Prefeito;44;ELANE LUIZ ALVES;UNIÃO;MOBILIZA / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO;Eleito;11;SUDESTE;3780;BERILO;3106507.0
GO;HEITORAÍ;Prefeito;15;ELAINE TEODORO DE OLIVEIRA PAULA;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / SOLIDARIEDADE;Não eleito;11;CENTRO-OESTE;1601;HEITORAÍ;
SP;JERIQUARA;Prefeito;15;ELAINE PINHEIRO DE PAULA MANSANO GARCIA;MDB;PDT / MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;1605;JERIQUARA;3525409.0
PR;MARUMBI;Prefeito;22;ELAINE MARIA FERREIRA COSTA;PL;REPUBLICANOS / MDB / PL / PSD;Eleito;11;SUL;2125;MARUMBI;4115507.0
PR;QUERÊNCIA DO NORTE;Prefeito;13;ELAINE GESSIMARA DAVIES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;1068;QUERÊNCIA DO NORTE;4121000.0
MS;ARAL MOREIRA;Prefeito;15;ELAINE APARECIDA SOLIGO;MDB;MDB / REPUBLICANOS / PL;Eleito;11;CENTRO-OESTE;3991;ARAL MOREIRA;5001243.0
PR;LOBATO;Prefeito;13;ELAINE APARECIDA MARION PIOVESAN;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;911;LOBATO;4113601.0
SP;MARAPOAMA;Prefeito;10;ELAINE APARECIDA AISSA ROTTA;REPUBLICANOS;REPUBLICANOS;Não eleito;11;SUDESTE;650;MARAPOAMA;3528858.0
SP;PAULO DE FARIA;Prefeito;27;ELAINE ALINE SILVA MACHADO;DC;DC;Não eleito;11;SUDESTE;65;PAULO DE FARIA;3536604.0
PR;GUAPIRAMA;Prefeito;55;EINAZIBE URSOLINO DE LIMA;PSD;PSD / PSB;Não eleito;11;SUL;1197;GUAPIRAMA;4109005.0
PR;JANIÓPOLIS;Prefeito;55;EIDES GUEDES;PSD;PP / MDB / PL / PSD;Eleito;11;SUL;2298;JANIÓPOLIS;4112207.0
AM;SÃO GABRIEL DA CACHOEIRA;Prefeito;13;EGMAR VELASQUES SALDANHA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / MDB / PSD / REPUBLICANOS;Eleito;11;NORTE;11014;SÃO GABRIEL DA CACHOEIRA;1303809.0
RS;SANTO ANTÔNIO DO PALMA;Prefeito;22;EGLAE TERESINHA PAGOTTO;PL;PL;Não eleito;11;SUL;114;SANTO ANTÔNIO DO PALMA;4317558.0
SC;BLUMENAU;Prefeito;22;EGIDIO MACIEL FERRARI;PL;REPUBLICANOS / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP / MDB / PL / PRD;Eleito;11;SUL;95075;BLUMENAU;4202404.0
RN;RIO DO FOGO;Prefeito;45;EGIDIO DANTAS DE MEDEIROS FILHO;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;0;RIO DO FOGO;2408953.0
MT;RIBEIRÃOZINHO;Prefeito;44;SEBASTIAO GUSTAVO PRIMO PARREIRA;UNIÃO;MDB / PRD / UNIÃO;Não eleito;11;CENTRO-OESTE;1094;RIBEIRÃOZINHO;5107198.0
SP;IPIGUÁ;Prefeito;55;EFRAIM GARCIA LOPES;PSD;PSD / MDB;Eleito;11;SUDESTE;1911;IPIGUÁ;
MG;JANAÚBA;Prefeito;33;EFIGÊNIO SOARES DE OLIVEIRA;MOBILIZA;MOBILIZA;Não eleito;11;SUDESTE;1562;JANAÚBA;3135100.0
MG;GONZAGA;Prefeito;10;EFIGENIA MARIA MAGALHÃES;REPUBLICANOS;MDB / PODE / PL / REPUBLICANOS;Eleito;11;SUDESTE;2186;GONZAGA;3127503.0
GO;ANÁPOLIS;Prefeito;44;EERIZANIA ENEAS DE FREITAS;UNIÃO;REPUBLICANOS / PP / PODE / DC / UNIÃO / PSB / PDT / PRTB / AGIR / SOLIDARIEDADE;Não eleito;11;CENTRO-OESTE;21287;ANÁPOLIS;5201108.0
CE;TAUÁ;Prefeito;15;EDYR LINCON CAVALCANTE DIAS;MDB;PP / MDB / PRD;Não eleito;11;NORDESTE;10457;TAUÁ;
AM;BOCA DO ACRE;Prefeito;44;EDYGLEY MELO DE LIMA;UNIÃO;UNIÃO / PP / PODE / AGIR;Não eleito;11;NORTE;6864;BOCA DO ACRE;1300706.0
GO;APARECIDA DO RIO DOCE;Prefeito;15;EDY CARLOS GONÇALVES;MDB;MDB / PP / AVANTE;Eleito;11;CENTRO-OESTE;2594;APARECIDA DO RIO DOCE;5201454.0
PR;GENERAL CARNEIRO;Prefeito;13;EDVAR ROBSON PADILHA;PT;PDT / Federação PSOL REDE (PSOL / REDE) / MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;2773;GENERAL CARNEIRO;4108502.0
BA;CORDEIROS;Prefeito;55;EDVAR RIBEIRO DA SILVA;PSD;PSD / PSB / MDB;Não eleito;11;NORDESTE;2779;CORDEIROS;2909000.0
MG;IPATINGA;Prefeito;30;EDVANIO ROSA CARNEIRO;NOVO;NOVO;Não eleito;11;SUDESTE;12438;IPATINGA;3131307.0
AL;PARIPUEIRA;Prefeito;10;EDVANIO DE LIMA SANTOS;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;3061;PARIPUEIRA;2706448.0
PB;SÃO FRANCISCO;Prefeito;20;EDVANILTON BATISTA QUEIROGA;PODE;PODE;Não eleito;11;NORDESTE;21;SÃO FRANCISCO;2513984.0
MG;SANTA RITA DE CALDAS;Prefeito;22;EDVAN LOPES;PL;PL / PRD;Eleito;11;SUDESTE;3043;SANTA RITA DE CALDAS;3159209.0
TO;SANTA ROSA DO TOCANTINS;Prefeito;55;EDVAN GOMES ARAUJO;PSD;PSD / MDB;Não eleito;11;NORTE;825;SANTA ROSA DO TOCANTINS;1718907.0
MA;FORTALEZA DOS NOGUEIRAS;Prefeito;70;EDVAN AUGUSTO BRITO MAGALHÃES;AVANTE;AVANTE / MDB;Não eleito;11;NORDESTE;4200;FORTALEZA DOS NOGUEIRAS;2104107.0
BA;SANTO ANTÔNIO DE JESUS;Prefeito;35;EDVALDO SOUZA DOS SANTOS;PMB;PMB;Não eleito;11;NORDESTE;1854;SANTO ANTÔNIO DE JESUS;2928703.0
RS;JABOTICABA;Prefeito;11;EDVALDO ROSA RIBEIRO;PP;PP / PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;1860;JABOTICABA;4310850.0
MG;IPIAÇU;Prefeito;10;EDVALDO ROSA DA COSTA;REPUBLICANOS;REPUBLICANOS;Não eleito;11;SUDESTE;268;IPIAÇU;3131406.0
GO;MUNDO NOVO;Prefeito;25;EDVALDO RODRIGUES DO NASCIMENTO;PRD;PRD;Não eleito;11;CENTRO-OESTE;637;MUNDO NOVO;5214051.0
PE;JUREMA;Prefeito;13;EDVALDO MARCOS RAMOS FERREIRA;PT;REPUBLICANOS / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;5661;JUREMA;2608404.0
PE;TRIUNFO;Prefeito;10;EDVALDO LIMA DO NASCIMENTO;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;192;TRIUNFO;2615706.0
MG;WENCESLAU BRAZ;Prefeito;15;EDVALDO JOSÉ BITENCOURT;MDB;PP / PDT / MDB / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;1892;WENCESLAU BRAZ;3172202.0
PE;TACAIMBÓ;Prefeito;13;EDVALDO JOÃO DA SILVA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB / PDT;Não eleito;11;NORDESTE;4290;TACAIMBÓ;
SE;TOMAR DO GERU;Prefeito;11;EDVALDO CARDOZO SOARES;PP;UNIÃO / PP;Não eleito;11;NORDESTE;3452;TOMAR DO GERU;2807501.0
GO;JAUPACI;Prefeito;44;EDVALDO BATISTA GUIMARÃES FILHO;UNIÃO;PP / UNIÃO / PSD;Eleito;11;CENTRO-OESTE;1121;JAUPACI;5212006.0
ES;JERÔNIMO MONTEIRO;Prefeito;36;EDUARDO WANDERLEY DA SILVA SANTOS;AGIR;AGIR;Não eleito;11;SUDESTE;866;JERÔNIMO MONTEIRO;3203106.0
SP;ITAÍ;Prefeito;40;EDUARDO VIEIRA;PSB;PSB / SOLIDARIEDADE / MDB / PDT;Não eleito;11;SUDESTE;2200;ITAÍ;
SP;SÃO PEDRO;Prefeito;43;EDUARDO SPERANZA MODESTO;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;779;SÃO PEDRO;3550407.0
ES;VITÓRIA;Prefeito;70;EDUARDO SPADETTO RAMLOW;AVANTE;PRTB / AVANTE / SOLIDARIEDADE;Não eleito;11;SUDESTE;786;VITÓRIA;3205309.0
PI;RIBEIRO GONÇALVES;Prefeito;10;EDUARDO SOARES RIBEIRO;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;1898;RIBEIRO GONÇALVES;2208908.0
MG;SENADOR AMARAL;Prefeito;44;EDUARDO SILVERIO DE ALMEIDA;UNIÃO;UNIÃO / PDT / PL;Não eleito;11;SUDESTE;2433;SENADOR AMARAL;3165578.0
RS;GRAMADO;Prefeito;22;EDUARDO SERPA DE CARVALHO LIMA;PL;PL;Não eleito;11;SUL;1503;GRAMADO;4309100.0
SC;MORRO DA FUMAÇA;Prefeito;11;EDUARDO SARTOR GUOLLO;PP;PP / UNIÃO;Eleito;11;SUL;7734;MORRO DA FUMAÇA;4211207.0
MT;POCONÉ;Prefeito;13;RICARDO DE ASSIS;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;CENTRO-OESTE;1091;POCONÉ;
PA;SÃO MIGUEL DO GUAMÁ;Prefeito;15;EDUARDO SAMPAIO GOMES LEITE;MDB;MDB / PDT / PP / PODE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD;Eleito;11;NORTE;30447;SÃO MIGUEL DO GUAMÁ;
MA;SÃO LUÍS;Prefeito;55;EDUARDO SALIM BRAIDE;PSD;REPUBLICANOS / MDB / PSD;Eleito;11;NORDESTE;403981;SÃO LUÍS;2111300.0
MG;ARAPORÃ;Prefeito;11;EDUARDO RIBEIRO BORGES;PP;REPUBLICANOS / PP / PL / UNIÃO / AVANTE / MDB;Não eleito;11;SUDESTE;2725;ARAPORÃ;
SP;MOCOCA;Prefeito;55;EDUARDO RIBEIRO BARISON;PSD;REPUBLICANOS / PODE / PSB / UNIÃO / SOLIDARIEDADE / PSD;Eleito;11;SUDESTE;16808;MOCOCA;3530508.0
RJ;NOVA IGUAÇU;Prefeito;11;EDUARDO REINA GOMES DE OLIVEIRA;PP;PP / REPUBLICANOS / MDB / PL / AVANTE / PRD / PRTB / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / SOLIDARIEDADE / PSD;Eleito;11;SUDESTE;292459;NOVA IGUAÇU;3303500.0
SP;MIRANTE DO PARANAPANEMA;Prefeito;40;EDUARDO QUESADA PIAZZALUNGA;PSB;PODE / PRD / PSB / AVANTE / SOLIDARIEDADE;Eleito;11;SUDESTE;4908;MIRANTE DO PARANAPANEMA;3530201.0
MG;ITAMARANDIBA;Prefeito;10;EDUARDO PRIMO SOARES;REPUBLICANOS;REPUBLICANOS / PSD / MOBILIZA;Não eleito;11;SUDESTE;4481;ITAMARANDIBA;3132503.0
MA;RIBAMAR FIQUENE;Prefeito;12;EDUARDO PIRES DO NASCIMENTO JORGE;PDT;PDT / AVANTE;Não eleito;11;NORDESTE;2156;RIBAMAR FIQUENE;2109551.0
PR;CURITIBA;Prefeito;55;EDUARDO PIMENTEL SLAVIERO;PSD;NOVO / PL / MDB / REPUBLICANOS / PSD / PODE / AVANTE / PRTB;2º turno;11;SUL;313347;CURITIBA;4106902.0
RS;ÁGUA SANTA;Prefeito;15;EDUARDO PICOLOTTO;MDB;MDB;Não eleito;11;SUL;1049;ÁGUA SANTA;4300059.0
MG;CARMO DA CACHOEIRA;Prefeito;13;EDUARDO PERILLO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;246;CARMO DA CACHOEIRA;3113909.0
SC;PASSO DE TORRES;Prefeito;45;EDUARDO PERES CARDOSO;PSDB;PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;1391;PASSO DE TORRES;4212254.0
CE;MOMBAÇA;Prefeito;55;EDUARDO PEDROZA;PSD;PP / MDB / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;12131;MOMBAÇA;2308500.0
SP;SÃO JOSÉ DOS CAMPOS;Prefeito;22;EDUARDO PEDROSA CURY;PL;PL / NOVO / MOBILIZA / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2º turno;11;SUDESTE;94947;SÃO JOSÉ DOS CAMPOS;3549904.0
MG;TIMÓTEO;Prefeito;30;EDUARDO OLIVEIRA MORAIS;NOVO;NOVO / AVANTE / MDB / PP / PRD;Não eleito;11;SUDESTE;13274;TIMÓTEO;3168705.0
MG;ARACITABA;Prefeito;15;EDUARDO OLIVEIRA MELQUIADES;MDB;MDB / PSD;Não eleito;11;SUDESTE;668;ARACITABA;3103306.0
MG;ALMENARA;Prefeito;13;EDUARDO OLIVEIRA BRASILEIRO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB / PDT;Eleito;11;SUDESTE;11455;ALMENARA;3101706.0
SC;LONTRAS;Prefeito;22;EDUARDO MUSSI JOSÉ PURNHAGEN;PL;PP / PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;3711;LONTRAS;4209904.0
MG;VÁRZEA DA PALMA;Prefeito;11;EDUARDO MONTEIRO DE ABREU;PP;PP / AVANTE / AGIR;Não eleito;11;SUDESTE;10115;VÁRZEA DA PALMA;3170800.0
ES;IBIRAÇU;Prefeito;20;EDUARDO MAROZZI ZANOTTI;PODE;REPUBLICANOS / MDB / PODE / PRD / UNIÃO / PSB;Eleito;11;SUDESTE;3698;IBIRAÇU;3202504.0
SP;SANTO ANDRÉ;Prefeito;40;EDUARDO MARCHIORI LEITE DA SILVA;PSB;PSB / DC / PMB / UNIÃO / PP;Não eleito;11;SUDESTE;35212;SANTO ANDRÉ;
TO;GURUPI;Prefeito;55;EDUARDO MALHEIRO RIBEIRO FORTES;PSD;PSD / PDT / PP / PSB / MDB;Não eleito;11;NORTE;17655;GURUPI;1709500.0
RS;INDEPENDÊNCIA;Prefeito;15;EDUARDO MAAHS MARASCA;MDB;MDB / UNIÃO;Eleito;11;SUL;2641;INDEPENDÊNCIA;4310405.0
RN;LAJES;Prefeito;22;EDUARDO LUIZ DE MELO;PL;PL;Não eleito;11;NORDESTE;96;LAJES;2406700.0
PR;MEDIANEIRA;Prefeito;15;EDUARDO LUIZ BANTLE;MDB;REPUBLICANOS / UNIÃO / MDB / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;7043;MEDIANEIRA;4115804.0
SC;TREZE DE MAIO;Prefeito;44;EDUARDO LONGO;UNIÃO;UNIÃO;Não eleito;11;SUL;213;TREZE DE MAIO;4218400.0
MG;PEDRA DO ANTA;Prefeito;22;EDUARDO JOSE VIANA;PL;PL / PRD / UNIÃO;Eleito;11;SUDESTE;1806;PEDRA DO ANTA;3148806.0
AL;QUEBRANGULO;Prefeito;40;EDUARDO JOSÉ TENÓRIO HOLANDA DE OLIVEIRA;PSB;PSB;Não eleito;11;NORDESTE;2307;QUEBRANGULO;2707602.0
ES;DOMINGOS MARTINS;Prefeito;22;EDUARDO JOSE RAMOS;PL;PL / NOVO;Eleito;11;SUDESTE;9409;DOMINGOS MARTINS;3201902.0
PR;BOA VISTA DA APARECIDA;Prefeito;55;EDUARDO JOSE HENRICHS;PSD;REPUBLICANOS / PL / PSD;Eleito;11;SUL;3836;BOA VISTA DA APARECIDA;4103057.0
PE;SÃO JOAQUIM DO MONTE;Prefeito;45;EDUARDO JOSÉ DE OLIVEIRA LINS;PSDB;PL / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;11524;SÃO JOAQUIM DO MONTE;2613305.0
MT;NOVA LACERDA;Prefeito;45;CLAUDINEY DA SILVA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD / PP;Não eleito;11;CENTRO-OESTE;1088;NOVA LACERDA;5106182.0
BA;ITAPETINGA;Prefeito;15;EDUARDO JORGE ALMEIDA HAGGE;MDB;PDT / PSB / MDB / UNIÃO / PL / DC;Eleito;11;NORDESTE;20393;ITAPETINGA;2916401.0
PE;GOIANA;Prefeito;44;EDUARDO HONÓRIO CARNEIRO;UNIÃO;UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PP / MOBILIZA / PMB / PODE / AVANTE / PRD;Não eleito;11;NORDESTE;0;GOIANA;2606200.0
PR;DOUTOR CAMARGO;Prefeito;45;EDUARDO HLUCHOW;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / SOLIDARIEDADE;Não eleito;11;SUL;546;DOUTOR CAMARGO;4107306.0
RJ;ITATIAIA;Prefeito;77;EDUARDO GUEDES DA SILVA;SOLIDARIEDADE;REPUBLICANOS / SOLIDARIEDADE / AGIR / PRD / PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSB / PODE / UNIÃO;Não eleito;11;SUDESTE;7564;ITATIAIA;3302254.0
MG;PAULISTAS;Prefeito;55;EDUARDO GONÇALVES DE MORAIS;PSD;MDB / PSD;Não eleito;11;SUDESTE;1374;PAULISTAS;3148400.0
MT;PORTO ESPERIDIÃO;Prefeito;44;ANTONIO CARLOS LAUDIVAR RIBEIRO;UNIÃO;UNIÃO / MDB / PRD / PL;Não eleito;11;CENTRO-OESTE;1083;PORTO ESPERIDIÃO;5106828.0
SP;ALUMÍNIO;Prefeito;15;EDUARDO GOMES DE PAULA;MDB;MDB / MOBILIZA;Não eleito;11;SUDESTE;1777;ALUMÍNIO;3501152.0
SC;PALHOÇA;Prefeito;22;EDUARDO FRECCIA;PL;REPUBLICANOS / PP / MDB / PODE / PL / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;52358;PALHOÇA;4211900.0
RJ;PETRÓPOLIS;Prefeito;10;EDUARDO FERREIRA DE OLIVEIRA;REPUBLICANOS;REPUBLICANOS / PRTB / AGIR;Não eleito;11;SUDESTE;19496;PETRÓPOLIS;3303906.0
SP;CUBATÃO;Prefeito;22;EDUARDO FALCÃO PAIVA MAGALHÃES;PL;PL;Não eleito;11;SUDESTE;8179;CUBATÃO;3513504.0
SP;CARAPICUÍBA;Prefeito;36;EDUARDO EZEQUIEL ALVES DE PAULA;AGIR;AGIR / PMB;Não eleito;11;SUDESTE;3109;CARAPICUÍBA;3510609.0
MG;OURO PRETO;Prefeito;50;EDUARDO EVANGELISTA FERREIRA;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;3834;OURO PRETO;3146107.0
RS;TRÊS COROAS;Prefeito;13;EDUARDO EVALDT MANIQUE;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;699;TRÊS COROAS;4321709.0
MS;PONTA PORÃ;Prefeito;45;EDUARDO ESGAIB CAMPOS;PSDB;REPUBLICANOS / PP / MDB / PRD / PSB / UNIÃO / PSD / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;CENTRO-OESTE;26473;PONTA PORÃ;
TO;PIRAQUÊ;Prefeito;11;EDUARDO DOS SANTOS SOBRINHO;PP;PP / PODE / UNIÃO;Não eleito;11;NORTE;779;PIRAQUÊ;
PE;SANHARÓ;Prefeito;45;EDUARDO DIDIER MELO;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO;Não eleito;11;NORDESTE;3185;SANHARÓ;
MG;ARAXÁ;Prefeito;43;EDUARDO DE SOUZA MAIA;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;2154;ARAXÁ;
RJ;PATY DO ALFERES;Prefeito;11;EDUARDO DE SANT'ANA MARIOTTI;PP;PP / PSD;Não eleito;11;SUDESTE;1098;PATY DO ALFERES;3303856.0
SP;TATUÍ;Prefeito;13;EDUARDO DADE SALLUM;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE) / PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;9348;TATUÍ;
MG;CONCEIÇÃO DE IPANEMA;Prefeito;10;EDUARDO DA SILVA MATOS;REPUBLICANOS;REPUBLICANOS / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;1862;CONCEIÇÃO DE IPANEMA;3117405.0
PE;CUPIRA;Prefeito;44;EDUARDO DA FONSECA LIRA;UNIÃO;PP / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL;Eleito;11;NORDESTE;9185;CUPIRA;2605004.0
RJ;RIO DE JANEIRO;Prefeito;55;EDUARDO DA COSTA PAES;PSD;PODE / PRD / DC / AGIR / SOLIDARIEDADE / AVANTE / PSB / PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD;Eleito;11;SUDESTE;1861856;RIO DE JANEIRO;3304557.0
MT;NOVA BANDEIRANTES;Prefeito;25;VALDIR PEREIRA DOS SANTOS;PRD;DC / PRTB / PSB / PRD;Não eleito;11;CENTRO-OESTE;1074;NOVA BANDEIRANTES;5106158.0
