ANO_ELEICAO;SG_UF;DS_CARGO;SG_PARTIDO;DS_COMPOSICAO_FEDERACAO;DS_COMPOSICAO_COLIGACAO
2026;DF;2º SUPLENTE;PSTU;#NULO;PSTU
2026;RR;1º SUPLENTE;REDE;50-PSOL/18-REDE;FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;PA;DEPUTADO ESTADUAL;PSTU;#NULO;PSTU
2026;SE;2º SUPLENTE;REDE;50-PSOL/18-REDE;FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;RR;DEPUTADO FEDERAL;UNIÃO;44-UNIÃO/11-PP;FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;AC;VICE-GOVERNADOR;PCB;#NULO;PCB
2026;PB;VICE-GOVERNADOR;UP;#NULO;UP
2026;CE;1º SUPLENTE;PDT;#NULO;PDT / PODE / PSB / PSD / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE) / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / REPUBLICANOS / MDB / MOBILIZA
2026;MT;1º SUPLENTE;PV;13-PT/65-PC do B/43-PV;PDT / PSB / PSD / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;RR;1º SUPLENTE;PP;44-UNIÃO/11-PP;REPUBLICANOS / PODE / AGIR / PSD / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;AP;GOVERNADOR;CIDADANIA;45-PSDB/23-CIDADANIA;REPUBLICANOS / PDT / AGIR / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;RO;SENADOR;DC;#NULO;PODE / PL / DC / NOVO / MOBILIZA
2026;SC;SENADOR;PSOL;50-PSOL/18-REDE;PDT / PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;MS;DEPUTADO FEDERAL;MISSÃO;#NULO;MISSÃO
2026;DF;1º SUPLENTE;AVANTE;#NULO;AVANTE
2026;PA;DEPUTADO FEDERAL;PSDB;45-PSDB/23-CIDADANIA;FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA)
2026;RO;DEPUTADO FEDERAL;PV;13-PT/65-PC do B/43-PV;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;RO;DEPUTADO ESTADUAL;PL;#NULO;PL
2026;TO;DEPUTADO FEDERAL;DC;#NULO;DC
2026;MA;2º SUPLENTE;REDE;50-PSOL/18-REDE;PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;PI;2º SUPLENTE;DEMOCRATA;#NULO;DEMOCRATA
2026;AM;VICE-GOVERNADOR;PODE;#NULO;PSB / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / PODE
2026;DF;SENADOR;MOBILIZA;#NULO;REPUBLICANOS / MDB / PODE / PL / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / DC / MOBILIZA / DEMOCRATA
2026;RN;2º SUPLENTE;PP;44-UNIÃO/11-PP;REPUBLICANOS / MDB / PSD / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / AVANTE
2026;PE;1º SUPLENTE;PP;44-UNIÃO/11-PP;PODE / PSD / AVANTE / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;AM;1º SUPLENTE;PCDOB;13-PT/65-PC do B/43-PV;REPUBLICANOS / MDB / PSD / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;AM;VICE-GOVERNADOR;SOLIDARIEDADE;25-PRD/77-SOLIDARIEDADE;PDT / DC / AGIR / AVANTE / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;PI;DEPUTADO FEDERAL;NOVO;#NULO;NOVO
2026;AC;2º SUPLENTE;PSD;#NULO;REPUBLICANOS / PSD / AVANTE / NOVO
2026;RR;1º SUPLENTE;CIDADANIA;45-PSDB/23-CIDADANIA;PSB / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA)
2026;PE;DEPUTADO ESTADUAL;NOVO;#NULO;NOVO
2026;BA;DEPUTADO FEDERAL;PSB;#NULO;PSB
2026;AP;2º SUPLENTE;PSB;#NULO;PSB
2026;PE;SENADOR;UP;#NULO;UP
2026;ES;GOVERNADOR;PCDOB;13-PT/65-PC do B/43-PV;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;DF;GOVERNADOR;SOLIDARIEDADE;25-PRD/77-SOLIDARIEDADE;REPUBLICANOS / MDB / PODE / PL / DC / MOBILIZA / DEMOCRATA / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;RJ;GOVERNADOR;CIDADANIA;45-PSDB/23-CIDADANIA;PDT / MDB / DC / PSB / PSD / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;RR;VICE-GOVERNADOR;AGIR;#NULO;REPUBLICANOS / PODE / AGIR / PSD / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;BA;1º SUPLENTE;PCDOB;13-PT/65-PC do B/43-PV;PDT / MDB / PSB / PSD / AVANTE / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;MG;DEPUTADO ESTADUAL;PP;44-UNIÃO/11-PP;FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;CE;GOVERNADOR;PP;44-UNIÃO/11-PP;PL / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / DC / AVANTE
2026;RN;2º SUPLENTE;CIDADANIA;45-PSDB/23-CIDADANIA;PODE / PL / NOVO / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / MOBILIZA
2026;AM;SENADOR;UNIÃO;44-UNIÃO/11-PP;PSB / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / PODE
2026;MT;1º SUPLENTE;NOVO;#NULO;MDB / PL / NOVO / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;MS;DEPUTADO FEDERAL;CIDADANIA;45-PSDB/23-CIDADANIA;FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA)
2026;GO;DEPUTADO ESTADUAL;PSB;#NULO;PSB
2026;PA;SENADOR;PSOL;50-PSOL/18-REDE;FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;PI;1º SUPLENTE;PP;44-UNIÃO/11-PP;PODE / PL / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;SP;1º SUPLENTE;UNIÃO;44-UNIÃO/11-PP;FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / REPUBLICANOS / PL / MDB / DEMOCRATA / PSD / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / AVANTE
2026;TO;GOVERNADOR;REPUBLICANOS;#NULO;REPUBLICANOS / PODE / AVANTE / PL / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;SC;SENADOR;MISSÃO;#NULO;MISSÃO
2026;MS;VICE-GOVERNADOR;NOVO;#NULO;NOVO
2026;MS;SENADOR;PT;13-PT/65-PC do B/43-PV;PDT / PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;MA;VICE-GOVERNADOR;PODE;#NULO;MDB / PDT / REPUBLICANOS / PODE / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;SP;VICE-GOVERNADOR;PSTU;#NULO;PSTU
2026;AL;SENADOR;UNIÃO;44-UNIÃO/11-PP;PDT / PL / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / DC
2026;RO;DEPUTADO ESTADUAL;PT;13-PT/65-PC do B/43-PV;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;SE;GOVERNADOR;PSDB;45-PSDB/23-CIDADANIA;FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA)
2026;SE;DEPUTADO ESTADUAL;MDB;#NULO;MDB
2026;SE;DEPUTADO ESTADUAL;PODE;#NULO;PODE
2026;PA;DEPUTADO FEDERAL;CIDADANIA;45-PSDB/23-CIDADANIA;FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA)
2026;SE;GOVERNADOR;PP;44-UNIÃO/11-PP;PSB / PSD / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;DF;VICE-GOVERNADOR;PSD;#NULO;PSD / AVANTE
2026;AC;VICE-GOVERNADOR;PSB;#NULO;PODE / PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;AP;VICE-GOVERNADOR;PDT;#NULO;REPUBLICANOS / PDT / AGIR / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;ES;DEPUTADO ESTADUAL;PP;44-UNIÃO/11-PP;FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;SE;DEPUTADO FEDERAL;PODE;#NULO;PODE
2026;AP;DEPUTADO FEDERAL;PCO;#NULO;PCO
2026;DF;2º SUPLENTE;PSDB;45-PSDB/23-CIDADANIA;FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA)
2026;ES;1º SUPLENTE;PSD;#NULO;PSD
2026;MS;1º SUPLENTE;DC;#NULO;DC
2026;TO;GOVERNADOR;PP;44-UNIÃO/11-PP;REPUBLICANOS / PODE / AVANTE / PL / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;RS;GOVERNADOR;PV;13-PT/65-PC do B/43-PV;PDT / PSB / AVANTE / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;AM;2º SUPLENTE;REPUBLICANOS;#NULO;REPUBLICANOS / MDB / PSD / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;MG;VICE-GOVERNADOR;PSB;#NULO;PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;MS;GOVERNADOR;PCDOB;13-PT/65-PC do B/43-PV;PDT / PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;PE;VICE-GOVERNADOR;MDB;#NULO;REPUBLICANOS / PDT / MDB / PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / DC
2026;MG;1º SUPLENTE;PCDOB;13-PT/65-PC do B/43-PV;PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;PR;2º SUPLENTE;PCDOB;13-PT/65-PC do B/43-PV;PDT / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE) / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;PI;GOVERNADOR;REDE;50-PSOL/18-REDE;FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;RR;1º SUPLENTE;PT;13-PT/65-PC do B/43-PV;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;TO;DEPUTADO ESTADUAL;NOVO;#NULO;NOVO
2026;MS;DEPUTADO FEDERAL;PSOL;50-PSOL/18-REDE;FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;MA;GOVERNADOR;PCB;#NULO;PCB
2026;RR;2º SUPLENTE;DC;#NULO;DC
2026;ES;DEPUTADO ESTADUAL;REDE;50-PSOL/18-REDE;FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;BA;DEPUTADO ESTADUAL;UP;#NULO;UP
2026;SP;VICE-GOVERNADOR;PCB;#NULO;PCB
2026;PE;2º SUPLENTE;UP;#NULO;UP
2026;AC;1º SUPLENTE;PODE;#NULO;PODE / PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;SE;VICE-GOVERNADOR;PL;#NULO;PODE / PL / NOVO
2026;BR;VICE-PRESIDENTE;PV;13-PT/65-PC do B/43-PV;PSB / PDT / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;PA;SENADOR;MDB;#NULO;PSD / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / PSB / REPUBLICANOS / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / MDB / AVANTE
2026;CE;GOVERNADOR;NOVO;#NULO;NOVO
2026;AL;DEPUTADO FEDERAL;PSD;#NULO;PSD
2026;MS;DEPUTADO FEDERAL;AGIR;#NULO;AGIR
2026;SE;GOVERNADOR;DC;#NULO;DC
2026;PA;DEPUTADO FEDERAL;AVANTE;#NULO;AVANTE
2026;RJ;1º SUPLENTE;PODE;#NULO;PODE
2026;AC;1º SUPLENTE;PP;44-UNIÃO/11-PP;PDT / MDB / PL / DEMOCRATA / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;PB;1º SUPLENTE;MDB;#NULO;MDB / DEMOCRATA / PSD / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / PDT
2026;BA;VICE-GOVERNADOR;PSOL;50-PSOL/18-REDE;FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;SE;DEPUTADO FEDERAL;REPUBLICANOS;#NULO;REPUBLICANOS
2026;SE;1º SUPLENTE;MDB;#NULO;MDB
2026;RN;2º SUPLENTE;UP;#NULO;UP
2026;MG;DEPUTADO ESTADUAL;PODE;#NULO;PODE
2026;PI;2º SUPLENTE;DC;#NULO;DC
2026;RJ;2º SUPLENTE;REDE;50-PSOL/18-REDE;FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;AL;2º SUPLENTE;MDB;#NULO;MDB / PODE / AGIR / PSB / PSD / AVANTE / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;RO;1º SUPLENTE;REPUBLICANOS;#NULO;REPUBLICANOS / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;AC;VICE-GOVERNADOR;PL;#NULO;PDT / MDB / PL / DEMOCRATA / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;AP;SENADOR;PV;13-PT/65-PC do B/43-PV;REPUBLICANOS / PDT / AGIR / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;AM;SENADOR;PCDOB;13-PT/65-PC do B/43-PV;REPUBLICANOS / MDB / PSD / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;DF;VICE-GOVERNADOR;PP;44-UNIÃO/11-PP;REPUBLICANOS / MDB / PODE / PL / DC / MOBILIZA / DEMOCRATA / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;AP;SENADOR;CIDADANIA;45-PSDB/23-CIDADANIA;REPUBLICANOS / PDT / AGIR / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;SE;2º SUPLENTE;PP;44-UNIÃO/11-PP;PSB / PSD / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;MS;SENADOR;PCDOB;13-PT/65-PC do B/43-PV;PDT / PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;DF;DEPUTADO DISTRITAL;CIDADANIA;45-PSDB/23-CIDADANIA;FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA)
2026;CE;GOVERNADOR;AVANTE;#NULO;PL / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / DC / AVANTE
2026;MS;SENADOR;PV;13-PT/65-PC do B/43-PV;PDT / PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;MG;VICE-GOVERNADOR;REDE;50-PSOL/18-REDE;PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;PR;2º SUPLENTE;REPUBLICANOS;#NULO;REPUBLICANOS / MDB / DEMOCRATA / PSD / AVANTE / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;SC;SENADOR;PODE;#NULO;REPUBLICANOS / PODE / PL / DC / NOVO / AGIR / AVANTE / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA)
2026;PE;VICE-GOVERNADOR;CIDADANIA;45-PSDB/23-CIDADANIA;PODE / PSD / AVANTE / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;RS;2º SUPLENTE;PP;44-UNIÃO/11-PP;REPUBLICANOS / PODE / DC / NOVO / PL / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;CE;SENADOR;PRD;25-PRD/77-SOLIDARIEDADE;PDT / PODE / PSB / PSD / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE) / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / REPUBLICANOS / MDB / MOBILIZA
2026;GO;VICE-GOVERNADOR;PSD;#NULO;REPUBLICANOS / MDB / PODE / MOBILIZA / DEMOCRATA / AGIR / PSD / AVANTE / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;SP;SENADOR;PSD;#NULO;FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / REPUBLICANOS / PL / MDB / DEMOCRATA / PSD / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / AVANTE
2026;PA;1º SUPLENTE;CIDADANIA;45-PSDB/23-CIDADANIA;PSD / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP) / PSB / REPUBLICANOS / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / MDB / AVANTE
2026;SP;VICE-GOVERNADOR;PCDOB;13-PT/65-PC do B/43-PV;PDT / PSB / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV) / FEDERAÇÃO PSOL REDE (50-PSOL / 18-REDE)
2026;SC;GOVERNADOR;AVANTE;#NULO;AVANTE / AGIR / DC / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / NOVO / REPUBLICANOS / PODE / PL
2026;ES;GOVERNADOR;PSDB;45-PSDB/23-CIDADANIA;PODE / MDB / AGIR / PSB / PDT / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;PB;SENADOR;DEMOCRATA;#NULO;MDB / DEMOCRATA / PSD / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / PDT
2026;AP;DEPUTADO ESTADUAL;PT;13-PT/65-PC do B/43-PV;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;PE;DEPUTADO ESTADUAL;SOLIDARIEDADE;25-PRD/77-SOLIDARIEDADE;FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;BA;DEPUTADO ESTADUAL;MOBILIZA;#NULO;MOBILIZA
2026;MG;DEPUTADO FEDERAL;MDB;#NULO;MDB
2026;DF;SENADOR;PSDB;45-PSDB/23-CIDADANIA;FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA)
2026;CE;SENADOR;PSTU;#NULO;PSTU
2026;MG;VICE-GOVERNADOR;PL;#NULO;PL
2026;PB;SENADOR;CIDADANIA;45-PSDB/23-CIDADANIA;MDB / DEMOCRATA / PSD / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / PDT
2026;RN;VICE-GOVERNADOR;MDB;#NULO;REPUBLICANOS / MDB / PSD / AVANTE / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;BA;VICE-GOVERNADOR;PSB;#NULO;PDT / MDB / PSB / PSD / AVANTE / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
2026;GO;2º SUPLENTE;DC;#NULO;DC / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA)
2026;RN;GOVERNADOR;MOBILIZA;#NULO;PODE / PL / NOVO / FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA) / MOBILIZA
2026;RN;GOVERNADOR;PRD;25-PRD/77-SOLIDARIEDADE;REPUBLICANOS / MDB / PSD / AVANTE / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE) / FEDERAÇÃO UNIÃO PROGRESSISTA (44-UNIÃO / 11-PP)
2026;AM;GOVERNADOR;MOBILIZA;#NULO;MOBILIZA
2026;RJ;2º SUPLENTE;PODE;#NULO;PODE
2026;PA;DEPUTADO ESTADUAL;REPUBLICANOS;#NULO;REPUBLICANOS
2026;SP;1º SUPLENTE;PSDB;45-PSDB/23-CIDADANIA;FEDERAÇÃO PSDB CIDADANIA (45-PSDB / 23-CIDADANIA)
2026;SC;DEPUTADO ESTADUAL;PRD;25-PRD/77-SOLIDARIEDADE;FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;DF;1º SUPLENTE;PCO;#NULO;PCO
2026;RS;1º SUPLENTE;PSD;#NULO;MDB / PSD / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (25-PRD / 77-SOLIDARIEDADE)
2026;BA;GOVERNADOR;PSB;#NULO;PDT / MDB / PSB / PSD / AVANTE / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (13-PT / 65-PC do B / 43-PV)
