sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;nm_regiao;qt_votos_nom_validos
PI;SÃO LUIS DO PIAUÍ;Prefeito;11;KELSIMAR DE ABREU SOUSA;PP;PP;Eleito;NORDESTE;1226
PI;SÃO LUIS DO PIAUÍ;Prefeito;13;JOSAFÁ DE LIMA OLIVEIRA;PT;PT;Não eleito;NORDESTE;1066
PI;SÃO MIGUEL DA BAIXA GRANDE;Prefeito;13;ALBERTO JOSE DE CASTRO JUNIOR;PT;PT / PV;Não eleito;NORDESTE;557
PI;SÃO MIGUEL DA BAIXA GRANDE;Prefeito;14;MARIA DA CONCEIÇÃO MENDES TEIXEIRA;PTB;PTB;Eleito;NORDESTE;969
PI;SÃO MIGUEL DA BAIXA GRANDE;Prefeito;22;RONALDO ALVES DA SILVA;PL;PL;Não eleito;NORDESTE;62
PI;SÃO MIGUEL DA BAIXA GRANDE;Prefeito;40;ILMA VANDA SA DAMASIO;PSB;PSB;Não eleito;NORDESTE;503
PI;SÃO MIGUEL DO FIDALGO;Prefeito;11;JOSE NAZARENO CORNELIO RAMOS;PP;PP / PT;Não eleito;NORDESTE;1140
PI;SÃO MIGUEL DO FIDALGO;Prefeito;15;ERIMAR SOARES DE SOUSA;MDB;MDB;Eleito;NORDESTE;1376
PI;SÃO MIGUEL DO TAPUIO;Prefeito;13;MIGUEL JOSE VIEIRA NETO;PT;PT;Não eleito;NORDESTE;2558
PI;SÃO MIGUEL DO TAPUIO;Prefeito;14;CLAUDINEIDE PEREIRA ALVES MILANEZ;PTB;PTB;Não eleito;NORDESTE;3484
PI;SÃO MIGUEL DO TAPUIO;Prefeito;55;POMPILIO EVARISTO CARDOSO FILHO;PSD;PSD;Eleito;NORDESTE;6143
PI;SÃO PEDRO DO PIAUÍ;Prefeito;10;NADIA BARBOSA DE ALENCAR DOS REIS;REPUBLICANOS;REPUBLICANOS / PT;Não eleito;NORDESTE;2630
PI;SÃO PEDRO DO PIAUÍ;Prefeito;11;JOSÉ MARIA RIBEIRO DE AQUINO JUNIOR;PP;PP / PTB / PSDB / MDB;Eleito;NORDESTE;5579
PI;SÃO PEDRO DO PIAUÍ;Prefeito;22;ROSANGELA PESSOA SOARES VASCONCELOS;PL;PL;Não eleito;NORDESTE;545
PI;SÃO RAIMUNDO NONATO;Prefeito;11;CARMELITA DE CASTRO SILVA;PP;PP / MDB / PT;Eleito;NORDESTE;11278
PI;SÃO RAIMUNDO NONATO;Prefeito;50;JULIANO ARÃO PEREIRA DA SILVA;PSOL;PSOL;Não eleito;NORDESTE;272
PI;SÃO RAIMUNDO NONATO;Prefeito;55;AVELAR DE CASTRO FERREIRA;PSD;PSD / PSB / PSDB / PL;Não eleito;NORDESTE;7909
PI;TAMBORIL DO PIAUÍ;Prefeito;13;BALBINO FRANCISCO DA SILVA;PT;PT;Não eleito;NORDESTE;898
PI;TAMBORIL DO PIAUÍ;Prefeito;15;ANA DELCIDES FIGUEIREDO GUEDES;MDB;MDB;Eleito;NORDESTE;1331
PI;TANQUE DO PIAUÍ;Prefeito;11;NATANAEL SALES DE SOUSA;PP;PSD / PP / PT;Eleito;NORDESTE;1427
PI;TANQUE DO PIAUÍ;Prefeito;65;ANTONIO DE SOUSA SILVA;PC do B;MDB / PC do B;Não eleito;NORDESTE;547
PI;TERESINA;Prefeito;13;FÁBIO NUNEZ NOVO;PT;PT / PC do B / PTC / REDE / SOLIDARIEDADE;Não eleito;NORDESTE;47573
PI;TERESINA;Prefeito;15;JOSÉ PESSOA LEAL;MDB;PRTB / MDB / PSB;2º turno;NORDESTE;142769
PI;TERESINA;Prefeito;16;JOÃO GERVÁSIO DOS SANTOS NETO;PSTU;PSTU;Não eleito;NORDESTE;254
PI;TERESINA;Prefeito;20;GESSY KARLA LIMA BORGES FONSECA;PSC;PSC;Não eleito;NORDESTE;50221
PI;TERESINA;Prefeito;22;FABIO ABREU COSTA;PL;PL / REPUBLICANOS / PMN / PTB;Não eleito;NORDESTE;29037
PI;TERESINA;Prefeito;23;MARIO ROGERIO DA COSTA SOARES;CIDADANIA;CIDADANIA;Não eleito;NORDESTE;775
PI;TERESINA;Prefeito;45;KLEBER MONTEZUMA FAGUNDES DOS SANTOS;PSDB;PSDB / PP / PSL / AVANTE / PDT / DEM / PMB / PV / PODE;2º turno;NORDESTE;110395
PI;TERESINA;Prefeito;50;LUCINEIDE BARROS MEDEIROS;PSOL;PSOL;Não eleito;NORDESTE;8283
PI;TERESINA;Prefeito;51;DIEGO GOMES MELO;PATRIOTA;PATRIOTA;Não eleito;NORDESTE;12871
PI;TERESINA;Prefeito;55;SIMONE PEREIRA DE FARIAS ARAUJO;PSD;PSD;Não eleito;NORDESTE;8787
PI;TERESINA;Prefeito;80;PEDRO LAURENTINO REIS PEREIRA;UP;UP / PCB;Não eleito;NORDESTE;457
PI;TERESINA;Prefeito;90;FÁBIO DE MELO SÉRVIO;PROS;PROS;Não eleito;NORDESTE;1944
PI;UNIÃO;Prefeito;10;NEERIAS CAVALCANTE DE LIMA;REPUBLICANOS;REPUBLICANOS;Não eleito;NORDESTE;3000
PI;UNIÃO;Prefeito;13;JOSE OSMAR ALVES;PT;PT / PTB / REDE / PSD;Não eleito;NORDESTE;7442
PI;UNIÃO;Prefeito;15;RICARDO AUGUSTO MELO DO REGO MONTEIRO;MDB;MDB;Não eleito;NORDESTE;1877
PI;UNIÃO;Prefeito;22;MARCOS REGO MOTA DA ROCHA;PL;PL / PSDB;Não eleito;NORDESTE;1962
PI;UNIÃO;Prefeito;25;GUSTAVO CONDE MEDEIROS;DEM;PP / DEM / PV;Eleito;NORDESTE;13460
PI;UNIÃO;Prefeito;36;MARIA DA CRUZ COSTA;PTC;PTC;Não eleito;NORDESTE;89
PI;UNIÃO;Prefeito;40;VALDEMAR MACHADO VIEIRA;PSB;PSB;Não eleito;NORDESTE;119
PI;UNIÃO;Prefeito;50;ANTONIA DE MARIA GUILHERME DOS SANTOS;PSOL;PSOL;Não eleito;NORDESTE;90
PI;URUÇUÍ;Prefeito;11;FRANCISCO WAGNER PIRES COELHO;PP;PP / PRTB / PTB;Eleito;NORDESTE;8407
PI;URUÇUÍ;Prefeito;15;ANA PAULA MENDES DE ARAUJO;MDB;MDB / SOLIDARIEDADE / PT;Não eleito;NORDESTE;5041
PI;URUÇUÍ;Prefeito;20;JOSÉ FELIX PEREIRA DA SILVA;PSC;PSC;Não eleito;NORDESTE;156
PI;URUÇUÍ;Prefeito;43;LUZIMARY VIEIRA DE OLIVEIRA LACERDA;PV;PV;Não eleito;NORDESTE;106
PI;VALENÇA DO PIAUÍ;Prefeito;11;MARCELO COSTA E SILVA;PP;PSL / PP;Eleito;NORDESTE;5054
PI;VALENÇA DO PIAUÍ;Prefeito;14;MARIA CARMELINA CASTRO MOREIRA;PTB;PT / PTB;Não eleito;NORDESTE;4238
PI;VALENÇA DO PIAUÍ;Prefeito;77;MARIA DA CONCEIÇÃO CUNHA DIAS;SOLIDARIEDADE;MDB / SOLIDARIEDADE;Não eleito;NORDESTE;3268
PI;VERA MENDES;Prefeito;14;ANA LÚCIA DE SOUSA CARVALHO DANTAS MARREIROS;PTB;PTB;Não eleito;NORDESTE;423
PI;VERA MENDES;Prefeito;55;CARLOS JOSÉ DA SILVA;PSD;PT / MDB / PSD;Eleito;NORDESTE;2323
PI;VILA NOVA DO PIAUÍ;Prefeito;11;GERÔNIMO MANOEL DA SILVA;PP;PP / REPUBLICANOS;Não eleito;NORDESTE;1200
PI;VILA NOVA DO PIAUÍ;Prefeito;55;EDILSON EDMUNDO DE BRITO;PSD;PT / MDB / PSD;Eleito;NORDESTE;1246
PI;VÁRZEA BRANCA;Prefeito;10;RAIMUNDO NONATO ALVES PAES LANDIM;REPUBLICANOS;REPUBLICANOS / MDB / PSD;Eleito;NORDESTE;1954
PI;VÁRZEA BRANCA;Prefeito;11;CLAYTON FABIO RIBEIRO DA SILVA;PP;PP;Não eleito;NORDESTE;1459
PI;VÁRZEA BRANCA;Prefeito;13;CLEBER DA COSTA BRAZ;PT;PT;Não eleito;NORDESTE;420
PI;VÁRZEA GRANDE;Prefeito;10;ROBERT EUDES NUNES DE SOUSA SEGUNDO;REPUBLICANOS;REPUBLICANOS;Eleito;NORDESTE;1777
PI;VÁRZEA GRANDE;Prefeito;11;CLAUDIA REGINA MEDEIROS E SILVA;PP;PP / PTB / PSB;Não eleito;NORDESTE;1498
PI;WALL FERRAZ;Prefeito;11;LUIZ GUILHERME MAIA DE SOUSA;PP;PP / PSB;Eleito;NORDESTE;1748
PI;WALL FERRAZ;Prefeito;14;UBIRATAN MARTINS DOS SANTOS SEGUNDO;PTB;MDB / PTB;Não eleito;NORDESTE;1679
PI;ÁGUA BRANCA;Prefeito;10;MARGARETH DE SOUSA PIMENTEL LOPES;REPUBLICANOS;REPUBLICANOS / PTB / MDB;Não eleito;NORDESTE;6096
PI;ÁGUA BRANCA;Prefeito;50;JOSIEL PEREIRA DE CARVALHO;PSOL;PSOL;Não eleito;NORDESTE;78
PI;ÁGUA BRANCA;Prefeito;55;JOSÉ RIBEIRO DA CRUZ JUNIOR;PSD;PP / PT / PSD;Eleito;NORDESTE;6104
PR;ABATIÁ;Prefeito;12;NELSON GARCIA JUNIOR;PDT;PDT / PT / PSL / PP / PTB / MDB;Eleito;SUL;2361
PR;ABATIÁ;Prefeito;19;SONIA APARECIDA DE SOUZA CHAVES;PODE;PODE;Não eleito;SUL;1737
PR;ABATIÁ;Prefeito;25;ANTONIO ARCHANJO DE OLIVEIRA;DEM;PROS / DEM;Não eleito;SUL;393
PR;ADRIANÓPOLIS;Prefeito;15;ROBSON TARCIS JEREMIAS DOS SANTOS;MDB;MDB;Não eleito;SUL;1854
PR;ADRIANÓPOLIS;Prefeito;55;VANDIR DE OLIVEIRA ROSA;PSD;PSD;Eleito;SUL;2311
PR;AGUDOS DO SUL;Prefeito;19;MARLENE SOARES GWAK;PODE;PODE / PMN;Não eleito;SUL;52
PR;AGUDOS DO SUL;Prefeito;40;BRAULI GONÇALVES DA LUZ;PSB;PP / PSL / PSD / PROS / PSB;Não eleito;SUL;2851
PR;ALMIRANTE TAMANDARÉ;Prefeito;15;GERSON DENILSON COLODEL;MDB;REPUBLICANOS / PP / PT / MDB / REDE / PODE / PSC / DEM / DC / PRTB / PSB / PV / PROS / PSD;Eleito;SUL;32709
PR;ALMIRANTE TAMANDARÉ;Prefeito;17;FERNANDO AUGUSTO TANCK;PSL;PSL / PTB / PDT;Não eleito;SUL;12984
PR;ALMIRANTE TAMANDARÉ;Prefeito;45;LAERCIO SILVA DE SOUZA;PSDB;PSDB;Não eleito;SUL;1485
PR;ALMIRANTE TAMANDARÉ;Prefeito;50;ADRIANO NEGOCEK;PSOL;PSOL;Não eleito;SUL;683
PR;ALTAMIRA DO PARANÁ;Prefeito;13;JOSE ETEVALDO DE OLIVEIRA;PT;PT / PL;Eleito;SUL;1695
PR;ALTAMIRA DO PARANÁ;Prefeito;25;TASSIO RODRIGO STEFANO;DEM;MDB / DEM / CIDADANIA / PSB;Não eleito;SUL;1128
PR;ALTO PARANÁ;Prefeito;13;EVERTON RONCAGLIO;PT;PT;Não eleito;SUL;1947
PR;ALTO PARANÁ;Prefeito;22;ALTAMIRO PEREIRA SANTANA;PL;PL / PV;Não eleito;SUL;1504
PR;ALTO PARANÁ;Prefeito;40;CLAUDEMIR JOIA PEREIRA;PSB;PSB / MDB;Eleito;SUL;2415
PR;ALTO PARANÁ;Prefeito;45;CLAUDIO GOLEMBA;PSDB;PSDB / PP;Não eleito;SUL;1963
PR;ALTO PARAÍSO;Prefeito;11;LUIZ ELISEU DOS SANTOS;PP;PP / PTB;Não eleito;SUL;1225
PR;ALTO PARAÍSO;Prefeito;55;DERCIO JARDIM JUNIOR;PSD;PSD / DEM;Eleito;SUL;1328
PR;ALTO PIQUIRI;Prefeito;13;VALDECI APARECIDO MOROTTI;PT;PT;Não eleito;SUL;244
PR;ALTO PIQUIRI;Prefeito;23;ABRÃO ILÁRIO;CIDADANIA;REPUBLICANOS / CIDADANIA / DC / PTC / PP;Não eleito;SUL;1721
PR;ALTO PIQUIRI;Prefeito;33;MARIO DONIZETE MICHILONI;PMN;PL / PMN;Não eleito;SUL;882
PR;ALTO PIQUIRI;Prefeito;55;GIOVANE MENDES DE CARVALHO;PSD;PSB / PSD / MDB / PSL / PSDB / PROS;Eleito;SUL;2820
PR;ALTÔNIA;Prefeito;20;JOSÉ ALVARES DA SILVA;PSC;PDT / PSC;Não eleito;SUL;3013
PR;ALTÔNIA;Prefeito;55;CLAUDENIR GERVASONE;PSD;PSL / PL / PSB / PP / PTB / MDB / CIDADANIA / DEM / PSD;Eleito;SUL;7316
PR;ALVORADA DO SUL;Prefeito;19;JAIME DAMIÃO DO PATROCINIO;PODE;PODE;Não eleito;SUL;1463
PR;ALVORADA DO SUL;Prefeito;55;MARCOS ANTONIO VOLTARELLI;PSD;DEM / PP / PTB / PSL / PSD;Eleito;SUL;3554
PR;AMAPORÃ;Prefeito;13;MAURO LEMOS;PT;PTB / PSD / PT;Eleito;SUL;1737
PR;AMAPORÃ;Prefeito;19;GILMAR ADRIANO BASILIO OLIVEIRA;PODE;PODE;Não eleito;SUL;1379
PR;AMPÉRE;Prefeito;11;FLAVIO JOSE PENSO;PP;PSD / PROS / PP;Não eleito;SUL;2671
PR;AMPÉRE;Prefeito;19;DARY ANTONIO FOLLMANN;PODE;PODE;Não eleito;SUL;369
PR;AMPÉRE;Prefeito;20;TEREZINHA DOS SANTOS REICHERT;PSC;PSC / CIDADANIA;Não eleito;SUL;1284
PR;AMPÉRE;Prefeito;45;DISNEI LUQUINI;PSDB;PSDB / PATRIOTA / PTB / PT / PSL / DEM / SOLIDARIEDADE / MDB / PTC / PV;Eleito;SUL;7314
PR;ANAHY;Prefeito;11;ODAIR VIEIRA DE MIRANDA;PP;PP / PT;Não eleito;SUL;806
PR;ANAHY;Prefeito;55;CARLOS ANTONIO REIS;PSD;PSD / MDB;Eleito;SUL;1475
PR;ANDIRÁ;Prefeito;13;MAYARA JAQUELINE RIBEIRO MEDEIROS;PT;PT;Não eleito;SUL;599
PR;ANDIRÁ;Prefeito;55;IONE ELISABETH ALVES ABIB;PSD;PODE / PSD / PSL / DEM;Eleito;SUL;7426
PR;ANTONINA;Prefeito;15;ERIK OELINTON CABRAL MENDES;MDB;MDB;Não eleito;SUL;199
PR;ANTONINA;Prefeito;23;MUNIRA PELUSO;CIDADANIA;REPUBLICANOS / PL / CIDADANIA / PRTB / DEM;Não eleito;SUL;3266
PR;ANTONINA;Prefeito;51;VALERIA REGINA FERNANDES DE OLIVEIRA;PATRIOTA;PATRIOTA / PV;Não eleito;SUL;469
PR;ANTONINA;Prefeito;55;JOSÉ PAULO VIEIRA AZIM;PSD;PSB / PP / PSC / AVANTE / PSD / PSL;Eleito;SUL;6390
PR;ANTONIO OLINTO;Prefeito;15;RINALDO ANTONIO PELEGRINO;MDB;PL / MDB;Não eleito;SUL;2508
PR;ANTONIO OLINTO;Prefeito;55;ALAN JAROS;PSD;PSD / PSL;Eleito;SUL;2731
PR;APUCARANA;Prefeito;10;ANDRE VICTOR ROMAGNOLI;REPUBLICANOS;REPUBLICANOS;Não eleito;SUL;2219
PR;APUCARANA;Prefeito;13;LAÉRCIO DOS SANTOS LUZ;PT;PT / PDT / PC do B;Não eleito;SUL;1145
PR;APUCARANA;Prefeito;17;RODOLFO MOTA DA SILVA;PSL;PSDB / PTB / PSL / DC / PRTB / PV;Não eleito;SUL;19555
PR;APUCARANA;Prefeito;19;CAROLINA SCARPELINI;PODE;PODE / PATRIOTA / SOLIDARIEDADE;Não eleito;SUL;726
PR;APUCARANA;Prefeito;50;MARIA LUIZA DOMINGUES;PSOL;PSOL;Não eleito;SUL;332
PR;APUCARANA;Prefeito;55;SEBASTIAO FERREIRA MARTINS JUNIOR;PSD;PP / MDB / PL / DEM / PSD / PROS / PSB;Eleito;SUL;37694
PR;ARAPONGAS;Prefeito;15;WALDYR ORTÊNCIO PUGLIESI;MDB;MDB;Não eleito;SUL;5068
PR;ARAPONGAS;Prefeito;19;RICARDO AUGUSTO GRASSANO;PODE;CIDADANIA / PMN / PODE;Não eleito;SUL;4327
PR;ARAPONGAS;Prefeito;20;SERGIO ONOFRE DA SILVA;PSC;PP / PL / DEM / PSD / PTB / PDT / DC / PSL / PSC / PSB;Eleito;SUL;35533
PR;ARAPONGAS;Prefeito;28;VALDECIR OLIVEIRA;PRTB;PRTB;Não eleito;SUL;3772
PR;ARAPONGAS;Prefeito;36;FERNANDO ROMAN BOLICO;PTC;PTC;Não eleito;SUL;482
PR;ARAPONGAS;Prefeito;43;PEDRO PAULO BAZANA;PV;PV / REPUBLICANOS;Não eleito;SUL;3221
PR;ARAPONGAS;Prefeito;90;ANGELICA FERREIRA;PROS;PROS / AVANTE;Não eleito;SUL;2612
PR;ARAPOTI;Prefeito;17;JOÃO ATAIR ALBERTTI;PSL;PSC / PL / PSD / PSL / PODE / PROS / PV;Não eleito;SUL;3468
PR;ARAPOTI;Prefeito;40;NERILDA APARECIDA PENNA;PSB;PP / PSB;Não eleito;SUL;4682
PR;ARAPOTI;Prefeito;45;IRANI JOSE BARROS;PSDB;PSDB / MDB / DEM / SOLIDARIEDADE;Eleito;SUL;5288
PR;ARAPUÃ;Prefeito;15;DEODATO MATIAS;MDB;DEM / MDB;Eleito;SUL;1553
PR;ARAPUÃ;Prefeito;45;MANOEL SALVADOR;PSDB;PODE / PSDB / PSD;Não eleito;SUL;1127
PR;ARARUNA;Prefeito;22;DAVI FAVARO;PL;DEM / PTB / MDB / PL;Não eleito;SUL;2860
PR;ARARUNA;Prefeito;23;LEANDRO CESAR DE OLIVEIRA;CIDADANIA;PSB / PRTB / PSDB / CIDADANIA / PSD / PP;Eleito;SUL;5777
PR;ARAUCÁRIA;Prefeito;12;GENESIO FELIPE DE NATIVIDADE;PDT;PDT;Não eleito;SUL;670
PR;ARAUCÁRIA;Prefeito;13;HOSANA DOS SANTOS MARCONDES;PT;PT;Não eleito;SUL;1121
PR;ARAUCÁRIA;Prefeito;17;LUIZ GUSTAVO BOTOGOSKI;PSL;PROS / PSL;Não eleito;SUL;2406
PR;ARAUCÁRIA;Prefeito;23;HISSAM HUSSEIN DEHAINI;CIDADANIA;PP / REPUBLICANOS / CIDADANIA / PSD / PL;Eleito;SUL;47613
PR;ARAUCÁRIA;Prefeito;36;JOSE LUIZ BROGIAN RODRIGUES;PTC;PTC;Não eleito;SUL;747
PR;ARAUCÁRIA;Prefeito;51;SILVINHO PEREIRA RIBEIRO;PATRIOTA;PATRIOTA;Não eleito;SUL;149
PR;ARAUCÁRIA;Prefeito;70;PERICLES ALVES PINTO;AVANTE;AVANTE;Não eleito;SUL;551
PR;ARIRANHA DO IVAÍ;Prefeito;14;PAULO SERGIO DIAS;PTB;PTB;Não eleito;SUL;322
PR;ARIRANHA DO IVAÍ;Prefeito;20;THIAGO EPIFANIO DA SILVA;PSC;PSC / PT;Eleito;SUL;954
PR;ARIRANHA DO IVAÍ;Prefeito;55;CELSO KUSMINSKI;PSD;PSD / CIDADANIA / MDB;Não eleito;SUL;708
PR;ASSAÍ;Prefeito;10;JORGE PIRES CORREA;REPUBLICANOS;REPUBLICANOS / PTC / PSC;Não eleito;SUL;42
PR;ASSAÍ;Prefeito;12;EDUARDO ANTONIO GUADAGNIN DOS SANTOS;PDT;PDT / PT;Não eleito;SUL;173
PR;ASSAÍ;Prefeito;15;ANTONIO MENEGILDO GAVIÃO MANOEL;MDB;SOLIDARIEDADE / MDB;Não eleito;SUL;669
PR;ASSAÍ;Prefeito;19;LUIZ ALBERTO VICENTE;PODE;PODE / PROS / DEM / PSDB;Não eleito;SUL;2897
PR;ASSAÍ;Prefeito;40;ACÁCIO SECCI;PSB;PSB;Não eleito;SUL;2302
PR;ASSAÍ;Prefeito;55;MICHEL ANGELO BOMTEMPO;PSD;PTB / PSD;Eleito;SUL;3288
PR;ASSIS CHATEAUBRIAND;Prefeito;20;JOAO APARECIDO PEGORARO;PSC;PSC / MDB / PODE / PATRIOTA / CIDADANIA / PP / PRTB;Não eleito;SUL;9020
PR;ASSIS CHATEAUBRIAND;Prefeito;22;VALTER APARECIDO SOUZA CORREIA;PL;REPUBLICANOS / PSL / PL / PSD / DEM / PSDB;Eleito;SUL;10371
PR;ASTORGA;Prefeito;11;SUZIE APARECIDA PUCILLO ZANATTA;PP;PP / MDB;Eleito;SUL;5663
PR;ASTORGA;Prefeito;14;ARQUIMEDES ZIROLDO;PTB;PTB / PSL / PL / CIDADANIA / PSD / PT;Não eleito;SUL;3675
PR;ASTORGA;Prefeito;20;WANDER JOSE GUANDALINI;PSC;PSC;Não eleito;SUL;2559
PR;ASTORGA;Prefeito;43;WILSON AMBERGUE MENDES PEREIRA;PV;PV;Não eleito;SUL;289
PR;ATALAIA;Prefeito;22;BRAULIO DA SILVA;PL;MDB / PL;Não eleito;SUL;1102
PR;ATALAIA;Prefeito;55;CARLOS EDUARDO ARMELIN MARIANI;PSD;PSD;Eleito;SUL;1966
PR;BALSA NOVA;Prefeito;22;MARCIO JOAREZ MATOZO;PL;PODE / PL / DEM / PTB;Não eleito;SUL;2544
PR;BALSA NOVA;Prefeito;45;WILSON SANT'ANA DE OLIVEIRA;PSDB;PSDB;Não eleito;SUL;786
PR;BALSA NOVA;Prefeito;55;MARCOS ANTONIO ZANETTI;PSD;PSC / PSD / PSL;Eleito;SUL;5448
PR;BANDEIRANTES;Prefeito;19;JAELSON RAMALHO MATTA;PODE;MDB / PODE / PRTB / PROS / PTB / PSL / PSC;Eleito;SUL;12626
PR;BANDEIRANTES;Prefeito;40;JOSE FERNANDES DA SILVA JUNIOR;PSB;PSD / DEM / PL / PSDB / PP / PSB;Não eleito;SUL;5393
PR;BARBOSA FERRAZ;Prefeito;11;LUCIANO SOARES DE SOUZA;PP;PSB / PP / PTC;Não eleito;SUL;1293
PR;BARBOSA FERRAZ;Prefeito;22;MARINALVA DIAS CARVALHO;PL;PSL / DEM / PL;Não eleito;SUL;2579
PR;BARBOSA FERRAZ;Prefeito;23;EDENILSON APARECIDO MILIOSSI;CIDADANIA;PSDB / PTB / CIDADANIA / PSD / REPUBLICANOS / MDB / PSC;Eleito;SUL;2594
PR;BARRA DO JACARÉ;Prefeito;19;AIRTON DOS SANTOS;PODE;PODE;Não eleito;SUL;128
PR;BARRA DO JACARÉ;Prefeito;25;EDIMAR DE FREITAS ALBONETI;DEM;PP / DEM;Eleito;SUL;1197
PR;BARRA DO JACARÉ;Prefeito;55;ADALBERTO DE FREITAS AGUIAR;PSD;PSD;Não eleito;SUL;909
PR;BARRACÃO;Prefeito;17;VANDERLEI JOAO CENTENARO;PSL;PSL / PDT / PSDB;Não eleito;SUL;1289
PR;BARRACÃO;Prefeito;19;ALDERICO SLONGO;PODE;PODE / PV / MDB / PP / PATRIOTA;Não eleito;SUL;2078
PR;BARRACÃO;Prefeito;55;JORGE LUIZ SANTIN;PSD;PT / PL / DEM / PSD / PSB;Eleito;SUL;2617
PR;BELA VISTA DA CAROBA;Prefeito;11;MAURICIO RICARDO DIECKEL;PP;PL / PSD / PP / PROS / MDB;Não eleito;SUL;1280
PR;BELA VISTA DA CAROBA;Prefeito;12;GELSON MAFFI;PDT;PV / PDT / CIDADANIA / PSDB / PT / PSL / PSC;Eleito;SUL;1355
PR;BELA VISTA DO PARAÍSO;Prefeito;25;FABRICIO PASTORE;DEM;PSDB / MDB / PL / DEM;Eleito;SUL;4902
PR;BELA VISTA DO PARAÍSO;Prefeito;55;EDSON VIEIRA BRENE;PSD;PSD / PSL / PTB;Não eleito;SUL;4267
PR;BITURUNA;Prefeito;13;SANTOS AMAURI OLEGARIO DA SILVA;PT;PT;Não eleito;SUL;461
PR;BITURUNA;Prefeito;45;RODRIGO ROSSONI;PSDB;PP / PODE / PSDB;Eleito;SUL;5763
PR;BITURUNA;Prefeito;55;RODRIGO MARCANTE;PSD;PSC / PDT / PSL / PSB / PL / MDB / PSD / PROS;Não eleito;SUL;3512
PR;BOA ESPERANÇA;Prefeito;15;JOEL CELSO BUSCARIOL;MDB;MDB / PSC;Eleito;SUL;2191
PR;BOA ESPERANÇA;Prefeito;40;WENDERSON APARECIDO PEREIRA DOS SANTOS;PSB;DEM / CIDADANIA / PSB;Não eleito;SUL;1020
PR;BOA ESPERANÇA DO IGUAÇU;Prefeito;11;GIVANILDO TRUMI;PP;PP / MDB / PSC;Eleito;SUL;1036
PR;BOA ESPERANÇA DO IGUAÇU;Prefeito;13;AFONSO RODRIGUES;PT;PT / PSD / DEM / PDT / PL;Não eleito;SUL;1010
PR;BOA VENTURA DE SÃO ROQUE;Prefeito;40;EDSON FLÁVIO HOFFMANN;PSB;PSB / SOLIDARIEDADE / PSC / PATRIOTA;Eleito;SUL;2695
PR;BOA VENTURA DE SÃO ROQUE;Prefeito;90;ARTIDOR JOSE DELCI SOARES;PROS;PSD / PDT / PT / PROS / MDB;Não eleito;SUL;1503
PR;BOA VISTA DA APARECIDA;Prefeito;15;WOLNEI ANTONIO SAVARIS;MDB;MDB;Não eleito;SUL;2363
PR;BOA VISTA DA APARECIDA;Prefeito;22;LEONIR ANTUNES DOS SANTOS;PL;PP / PDT / PL / PSDB / PSD / PROS;Eleito;SUL;3379
PR;BOCAIÚVA DO SUL;Prefeito;12;ANTONIO LUIZ GUSSO;PDT;PDT / PSL;Eleito;SUL;3151
PR;BOCAIÚVA DO SUL;Prefeito;15;ADRIANO POLLI TAVERNA;MDB;MDB / PSC;Não eleito;SUL;1637
PR;BOCAIÚVA DO SUL;Prefeito;23;CARLOS TDEU BENATTO;CIDADANIA;CIDADANIA;Não eleito;SUL;166
PR;BOCAIÚVA DO SUL;Prefeito;55;JOÃO DE LIMA;PSD;PSD / REPUBLICANOS;Não eleito;SUL;1829
PR;BOM JESUS DO SUL;Prefeito;11;HELIO JOSE SURDI;PP;PP;Eleito;SUL;1588
PR;BOM JESUS DO SUL;Prefeito;13;MARCOS ADRIANO LOPES DIAS;PT;PT;Não eleito;SUL;1413
PR;BOM SUCESSO;Prefeito;45;RAIMUNDO SEVERIANO DE ALMEIDA JUNIOR;PSDB;PSB / CIDADANIA / PSDB / PP / MDB / DEM / PT;Eleito;SUL;2191
PR;BOM SUCESSO;Prefeito;55;ROSANA FERREIRA LOPES;PSD;PSD / PL / PSL / PTB;Não eleito;SUL;1874
PR;BOM SUCESSO;Prefeito;77;FRANCISCO PARRA;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;SUL;81
PR;BOM SUCESSO DO SUL;Prefeito;45;NILSON ANTONIO FEVERSANI;PSDB;PSL / PSDB / PSD;Eleito;SUL;2004
PR;BORRAZÓPOLIS;Prefeito;12;DALTON FERNANDES MOREIRA;PDT;PDT / PL / REPUBLICANOS / PP / PTB / PSC / DEM;Eleito;SUL;2694
PR;BORRAZÓPOLIS;Prefeito;17;WELLYNGTON JHONIS VALENTIM;PSL;PSD / MDB / PSL / PSDB / PODE;Não eleito;SUL;2488
PR;BRAGANEY;Prefeito;15;JOSENEY VICENTE;MDB;MDB / PT;Não eleito;SUL;1266
PR;BRAGANEY;Prefeito;45;ODAIR GUERREIRO OLIVEIRA;PSDB;PP / PSDB / PSL / PSC / CIDADANIA;Eleito;SUL;2551
PR;BRASILÂNDIA DO SUL;Prefeito;22;ROBERTO KIMIO KABAYASHI;PL;MDB / PL / PP;Não eleito;SUL;1175
PR;BRASILÂNDIA DO SUL;Prefeito;55;ALEX ANTONIO CAVALCANTE;PSD;PSD / PSDB;Eleito;SUL;1432
