sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_tot_turno;nm_regiao;qt_votos_nom_validos
GO;ANÁPOLIS;Prefeito;13;ANTONIO ROBERTO OTONI GOMIDE;PT;Federação PSOL REDE (PSOL / REDE) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);2;Não eleito;CENTRO-OESTE;75182
GO;ANÁPOLIS;Prefeito;22;MARCIO AURELIO CORREA;PL;MDB / PL / PRD / NOVO / PSD / AVANTE;2;Eleito;CENTRO-OESTE;106263
GO;APARECIDA DE GOIÂNIA;Prefeito;15;LEANDRO VILELA VELLOSO;MDB;PP / MDB / PODE / UNIÃO / PSD / SOLIDARIEDADE / PMB;2;Eleito;CENTRO-OESTE;132230
GO;APARECIDA DE GOIÂNIA;Prefeito;22;ALCIDES RIBEIRO FILHO;PL;PL / MOBILIZA / AVANTE / AGIR / PRD / PDT / NOVO / REPUBLICANOS / DC / PRTB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Não eleito;CENTRO-OESTE;75676
GO;GOIÂNIA;Prefeito;22;FREDERICO GUSTAVO RODRIGUES DA CUNHA;PL;PL / NOVO;2;Não eleito;CENTRO-OESTE;283054
GO;GOIÂNIA;Prefeito;44;SANDRO DA MABEL ANTÔNIO SCODRO;UNIÃO;PP / UNIÃO / MDB / PODE / AVANTE / AGIR / PRD / REPUBLICANOS;2;Eleito;CENTRO-OESTE;353518
MA;IMPERATRIZ;Prefeito;10;TACILLA MARIANA CARVALHO SILVA;REPUBLICANOS;REPUBLICANOS / PL / PRTB;2;Não eleito;NORDESTE;66752
MA;IMPERATRIZ;Prefeito;11;RILDO DE OLIVEIRA AMARAL;PP;PP / PODE / PRD / AGIR / PSB / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Eleito;NORDESTE;81942
MG;BELO HORIZONTE;Prefeito;22;BRUNO DE CASTRO ENGLER FLORENCIO DE ALMEIDA;PL;PP / PL;2;Não eleito;SUDESTE;577537
MG;BELO HORIZONTE;Prefeito;55;FUAD JORGE NOMAN FILHO;PSD;SOLIDARIEDADE / UNIÃO / PRD / PSD / AGIR / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Eleito;SUDESTE;670574
MG;UBERABA;Prefeito;15;ANTONIO CARLOS SILVA NUNES;MDB;PP / PODE / AVANTE / MDB;2;Não eleito;SUDESTE;69067
MG;UBERABA;Prefeito;55;ELISA GONÇALVES DE ARAÚJO;PSD;REPUBLICANOS / PRD / DC / NOVO / MOBILIZA / PMB / UNIÃO / PSD / SOLIDARIEDADE / PRTB;2;Eleito;SUDESTE;86492
MS;CAMPO GRANDE;Prefeito;11;ADRIANE BARBOSA NOGUEIRA LOPES;PP;PP / AVANTE / PRD;2;Eleito;CENTRO-OESTE;222699
MS;CAMPO GRANDE;Prefeito;44;ROSIANE MODESTO DE OLIVEIRA;UNIÃO;PDT / UNIÃO;2;Não eleito;CENTRO-OESTE;210112
MT;CUIABÁ;Prefeito;13;LÚDIO FRANK MENDES CABRAL;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD / Federação PSOL REDE (PSOL / REDE);2;Não eleito;CENTRO-OESTE;147127
MT;CUIABÁ;Prefeito;22;ABILIO JACQUES BRUNINI MOUMER;PL;PL / NOVO / PRTB / DC;2;Eleito;CENTRO-OESTE;171324
PA;BELÉM;Prefeito;15;IGOR WANDER CENTENO NORMANDO;MDB;MDB / PSB / PRD / UNIÃO / PDT / PP / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Eleito;NORTE;421485
PA;BELÉM;Prefeito;22;EDER MAURO CARDOSO BARRA;PL;PL;2;Não eleito;NORTE;326411
PA;SANTARÉM;Prefeito;15;JOSÉ MARIA TAPAJÓS;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / UNIÃO / REPUBLICANOS / PP / PDT / PODE / PRD / PSB / DC / PSD;2;Eleito;NORTE;92628
PA;SANTARÉM;Prefeito;22;JUSCELINO KUBITSCHEK CAMPOS DE SOUZA;PL;PL / AVANTE;2;Não eleito;NORTE;85516
PB;CAMPINA GRANDE;Prefeito;40;JHONY WESLLYS BEZERRA COSTA;PSB;REPUBLICANOS / AGIR / PSB / MOBILIZA / PP / PSD;2;Não eleito;NORDESTE;98852
PB;CAMPINA GRANDE;Prefeito;44;BRUNO CUNHA LIMA BRANCO;UNIÃO;UNIÃO / PODE / AVANTE / MDB / PRD / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Eleito;NORDESTE;136191
PB;JOÃO PESSOA;Prefeito;11;CICERO DE LUCENA FILHO;PP;PP / PDT / AVANTE / SOLIDARIEDADE / MOBILIZA / DC / AGIR / PSD / REPUBLICANOS / PSB;2;Eleito;NORDESTE;258727
PB;JOÃO PESSOA;Prefeito;22;MARCELO ANTONIO CARTAXO QUEIROGA LOPES;PL;PL / NOVO;2;Não eleito;NORDESTE;146129
PE;OLINDA;Prefeito;13;VINICIUS NASCIMENTO DOS SANTOS;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE) / PSB;2;Não eleito;NORDESTE;105616
PE;OLINDA;Prefeito;55;MIRELLA FERNANDA BEZERRA DE ALMEIDA;PSD;REPUBLICANOS / SOLIDARIEDADE / MDB / PDT / PODE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / AVANTE / AGIR / UNIÃO / PMB / PSD;2;Eleito;NORDESTE;111613
PE;PAULISTA;Prefeito;40;GILBERTO GONÇALVES FEITOSA JÚNIOR;PSB;AVANTE / AGIR / PMB / REPUBLICANOS / UNIÃO / Federação PSOL REDE (PSOL / REDE) / DC / PSB;2;Não eleito;NORDESTE;43656
PE;PAULISTA;Prefeito;45;SEVERINO RAMOS DE SANTANA;PSDB;MDB / PODE / PRD / NOVO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Eleito;NORDESTE;120228
PR;CURITIBA;Prefeito;35;CRISTINA REIS GRAEML;PMB;PMB;2;Não eleito;SUL;390254
PR;CURITIBA;Prefeito;55;EDUARDO PIMENTEL SLAVIERO;PSD;NOVO / PL / MDB / REPUBLICANOS / PSD / PODE / AVANTE / PRTB;2;Eleito;SUL;531029
PR;LONDRINA;Prefeito;11;MARIA TEREZA PASCHOAL DE MORAES;PP;PP / PODE;2;Não eleito;SUL;111464
PR;LONDRINA;Prefeito;55;JOSÉ TIAGO CAMARGO DO AMARAL;PSD;PRD / PL / PSD / AGIR / AVANTE / UNIÃO;2;Eleito;SUL;143745
PR;PONTA GROSSA;Prefeito;44;ELIZABETH SILVEIRA SCHMIDT;UNIÃO;UNIÃO / MDB;2;Eleito;SUL;96407
PR;PONTA GROSSA;Prefeito;45;MABEL CORA CANTO;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP;2;Não eleito;SUL;83064
RJ;NITERÓI;Prefeito;12;RODRIGO NEVES BARRETO;PDT;PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MDB / UNIÃO / SOLIDARIEDADE / REPUBLICANOS / AGIR / PRD / PSD;2;Eleito;SUDESTE;156067
RJ;NITERÓI;Prefeito;22;CARLOS ROBERTO COELHO DE MATTOS JUNIOR;PL;PP / PL;2;Não eleito;SUDESTE;116796
RJ;PETRÓPOLIS;Prefeito;11;HINGO HAMMES;PP;PP / PL / PRD / MOBILIZA / MDB / UNIÃO / DC;2;Eleito;SUDESTE;108306
RJ;PETRÓPOLIS;Prefeito;50;YURI LUCAS CARIUS DE MOURA ALMEIDA;PSOL;Federação PSOL REDE (PSOL / REDE);2;Não eleito;SUDESTE;36611
RN;NATAL;Prefeito;13;NATÁLIA BASTOS BONAVIDES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PDT / MDB / PSB;2;Não eleito;NORDESTE;179714
RN;NATAL;Prefeito;44;PAULO EDUARDO DA COSTA FREIRE;UNIÃO;REPUBLICANOS / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP / PODE / SOLIDARIEDADE / PL / UNIÃO;2;Eleito;NORDESTE;222661
RO;PORTO VELHO;Prefeito;20;LEONARDO BARRETO DE MORAES;PODE;PODE;2;Eleito;NORTE;135118
RO;PORTO VELHO;Prefeito;44;MARIANA FONSECA RIBEIRO CARVALHO DE MORAES;UNIÃO;REPUBLICANOS / PP / DC / PRTB / PRD / PL / AGIR / UNIÃO / PSD / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Não eleito;NORTE;105406
RS;CANOAS;Prefeito;22;AIRTON JOSE DE SOUZA;PL;PP / UNIÃO / PL;2;Eleito;SUL;75688
RS;CANOAS;Prefeito;55;JAIRO JORGE DA SILVA;PSD;PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PDT / PODE / AVANTE / PSB;2;Não eleito;SUL;69518
RS;CAXIAS DO SUL;Prefeito;22;MAURICIO FERNANDO SCALCO;PL;PL / PP / NOVO / PODE;2;Não eleito;SUL;110476
RS;CAXIAS DO SUL;Prefeito;45;ADILO ANGELO DIDOMENICO;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PRD / REPUBLICANOS / UNIÃO / DC;2;Eleito;SUL;116730
RS;PELOTAS;Prefeito;13;FERNANDO STEPHAN MARRONI;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);2;Eleito;SUL;87737
RS;PELOTAS;Prefeito;22;MARCIANO PERONDI;PL;PL / PRD;2;Não eleito;SUL;86474
RS;PORTO ALEGRE;Prefeito;13;MARIA DO ROSÁRIO NUNES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE) / PSB;2;Não eleito;SUL;254128
RS;PORTO ALEGRE;Prefeito;15;SEBASTIÃO DE ARAÚJO MELO;MDB;PP / REPUBLICANOS / MDB / PL / PSD / PODE / SOLIDARIEDADE / PRD;2;Eleito;SUL;406467
RS;SANTA MARIA;Prefeito;13;ANTONIO VALDECI OLIVEIRA DE OLIVEIRA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / UNIÃO;2;Não eleito;SUL;64113
RS;SANTA MARIA;Prefeito;45;RODRIGO DECIMO;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP / PSB / REPUBLICANOS / PSD;2;Eleito;SUL;76803
SE;ARACAJU;Prefeito;12;LUIZ ROBERTO DANTAS DE SANTANA;PDT;PP / PSD / REPUBLICANOS / SOLIDARIEDADE / PSB / PDT;2;Não eleito;NORDESTE;122842
SE;ARACAJU;Prefeito;22;EMÍLIA CORRÊA SANTOS BEZERRA;PL;AGIR / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL;2;Eleito;NORDESTE;165924
SP;BARUERI;Prefeito;10;JOSE ROBERTO PITERI;REPUBLICANOS;REPUBLICANOS / PODE / PSB / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);2;Eleito;SUDESTE;105193
SP;BARUERI;Prefeito;44;GILBERTO MACEDO GIL ARANTES;UNIÃO;UNIÃO / PP / PL / PRD / PRTB / MOBILIZA / AGIR / PSD / AVANTE / PDT;2;Não eleito;SUDESTE;81046
SP;DIADEMA;Prefeito;13;JOSÉ DE FILIPPI JUNIOR;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD / PDT / PSB / UNIÃO / Federação PSOL REDE (PSOL / REDE);2;Não eleito;SUDESTE;104556
SP;DIADEMA;Prefeito;15;TAKAHARU YAMAUCHI;MDB;MDB / PP / PL / PRD / DC / PRTB / MOBILIZA / PMB / AVANTE / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Eleito;SUDESTE;116003
SP;FRANCA;Prefeito;15;ALEXANDRE AUGUSTO FERREIRA;MDB;REPUBLICANOS / PP / MDB / PODE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD / PRTB;2;Eleito;SUDESTE;82856
SP;FRANCA;Prefeito;22;JOÃO BATISTA ROCHA;PL;PL / SOLIDARIEDADE / PRD / UNIÃO;2;Não eleito;SUDESTE;58443
SP;GUARUJÁ;Prefeito;11;RAPHAEL VITIELLO SILVA;PP;PP / PRD / MOBILIZA / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / AVANTE;2;Não eleito;SUDESTE;67389
SP;GUARUJÁ;Prefeito;20;FARID SAID MADI;PODE;MDB / PODE / DC / PSD / SOLIDARIEDADE;2;Eleito;SUDESTE;83652
SP;GUARULHOS;Prefeito;22;LUCAS SANCHES PROMESSIA;PL;PL / PMB / DC / NOVO;2;Eleito;SUDESTE;361971
SP;GUARULHOS;Prefeito;77;ELÓI ALFREDO PIETÁ;SOLIDARIEDADE;MDB / UNIÃO / SOLIDARIEDADE;2;Não eleito;SUDESTE;256295
SP;JUNDIAÍ;Prefeito;22;JOSE ANTONIO PARIMOSCHI;PL;PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD / PP / AVANTE / REPUBLICANOS / PODE;2;Não eleito;SUDESTE;87832
SP;JUNDIAÍ;Prefeito;44;GUSTAVO MARTINELLI;UNIÃO;AGIR / UNIÃO / NOVO / PMB;2;Eleito;SUDESTE;125712
SP;LIMEIRA;Prefeito;15;ALBERT HENRIQUE NEVES;MDB;REPUBLICANOS / PP / MDB / PRD / UNIÃO / SOLIDARIEDADE / AVANTE;2;Não eleito;SUDESTE;70535
SP;LIMEIRA;Prefeito;20;MURILO BERBERT AVIGO FELIX;PODE;AGIR / PODE;2;Eleito;SUDESTE;76049
SP;MAUÁ;Prefeito;13;FRANCISCO MARCELO DE OLIVEIRA;PT;PDT / MDB / PODE / PSB / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);2;Eleito;SUDESTE;102115
SP;MAUÁ;Prefeito;44;ATILA CESAR MONTEIRO JACOMUSSI;UNIÃO;UNIÃO / PRD / PRTB / PMB / AGIR / AVANTE / REPUBLICANOS / SOLIDARIEDADE;2;Não eleito;SUDESTE;0
SP;PIRACICABA;Prefeito;45;BARJAS NEGRI;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PDT / MDB;2;Não eleito;SUDESTE;92069
SP;PIRACICABA;Prefeito;55;HELIO DONIZETE ZANATTA;PSD;PRD / MOBILIZA / NOVO / AGIR / PSB / UNIÃO / SOLIDARIEDADE / PSD;2;Eleito;SUDESTE;106399
SP;RIBEIRÃO PRETO;Prefeito;30;MARCO AURELIO MARTINS DE SOUSA;NOVO;NOVO;2;Não eleito;SUDESTE;130734
SP;RIBEIRÃO PRETO;Prefeito;55;RICARDO AUGUSTO MACHADO DA SILVA;PSD;PRD / PSD / SOLIDARIEDADE / PDT / REPUBLICANOS / PP / MDB / PL / AVANTE / PSB;2;Eleito;SUDESTE;131421
SP;SANTOS;Prefeito;10;ROGÉRIO PEREIRA DOS SANTOS;REPUBLICANOS;PP / PODE / PRTB / REPUBLICANOS / NOVO / PSB / UNIÃO / PSD / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Eleito;SUDESTE;118562
SP;SANTOS;Prefeito;22;ROSANA DE OLIVEIRA VALLE;PL;MDB / PL / MOBILIZA / PRD;2;Não eleito;SUDESTE;103592
SP;SUMARÉ;Prefeito;10;HENRIQUE STEIN SCIASCIO;REPUBLICANOS;REPUBLICANOS / PL / SOLIDARIEDADE / MDB / PMB / AGIR / DC / PODE;2;Eleito;SUDESTE;72003
SP;SUMARÉ;Prefeito;13;WILLIAM DE SOUZA ROSA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / UNIÃO / PDT / PSB / AVANTE / PRD;2;Não eleito;SUDESTE;51668
SP;SÃO BERNARDO DO CAMPO;Prefeito;20;MARCELO DE LIMA FERNANDES;PODE;PODE / PRTB / PMB / AVANTE / AGIR;2;Eleito;SUDESTE;205831
SP;SÃO BERNARDO DO CAMPO;Prefeito;23;ALEX SPINELLI MANENTE;CIDADANIA;PP / PSD / MDB / SOLIDARIEDADE / PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Não eleito;SUDESTE;163429
SP;SÃO JOSÉ DO RIO PRETO;Prefeito;15;ITAMAR FRANCISCO MACHADO BORGES;MDB;REPUBLICANOS / PP / MDB / PODE / SOLIDARIEDADE / UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PRTB / PRD / AVANTE;2;Não eleito;SUDESTE;82349
SP;SÃO JOSÉ DO RIO PRETO;Prefeito;22;FÁBIO ROGÉRIO CANDIDO;PL;PL / NOVO / PMB;2;Eleito;SUDESTE;123349
SP;SÃO JOSÉ DOS CAMPOS;Prefeito;22;EDUARDO PEDROSA CURY;PL;PL / NOVO / MOBILIZA / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Não eleito;SUDESTE;140775
SP;SÃO JOSÉ DOS CAMPOS;Prefeito;55;ANDERSON FARIAS FERREIRA;PSD;REPUBLICANOS / PP / MDB / PODE / PRD / PSD / SOLIDARIEDADE;2;Eleito;SUDESTE;196462
SP;SÃO PAULO;Prefeito;15;RICARDO LUIS REIS NUNES;MDB;PP / MDB / PL / PSD / REPUBLICANOS / SOLIDARIEDADE / PODE / AVANTE / PRD / MOBILIZA / UNIÃO;2;Eleito;SUDESTE;3393110
SP;SÃO PAULO;Prefeito;50;GUILHERME CASTRO BOULOS;PSOL;Federação PSOL REDE (PSOL / REDE) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PDT;2;Não eleito;SUDESTE;2323901
SP;TABOÃO DA SERRA;Prefeito;20;JOSE APRIGIO DA SILVA;PODE;PODE / PDT / PL / PSB / PSD / AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);2;Não eleito;SUDESTE;45492
SP;TABOÃO DA SERRA;Prefeito;44;DANIEL PLANA BOGALHO;UNIÃO;UNIÃO / REPUBLICANOS / SOLIDARIEDADE / MDB / PP / PRTB / AGIR;2;Eleito;SUDESTE;89386
SP;TAUBATÉ;Prefeito;10;JOSE BERNARDO ORTIZ MONTEIRO JUNIOR;REPUBLICANOS;REPUBLICANOS / PODE / UNIÃO / PSD / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2;Não eleito;SUDESTE;59768
SP;TAUBATÉ;Prefeito;30;SERGIO LUIZ VICTOR JUNIOR;NOVO;NOVO / PDT;2;Eleito;SUDESTE;97450
TO;PALMAS;Prefeito;20;JOSÉ EDUARDO DE SIQUEIRA CAMPOS;PODE;AGIR / PRTB / PODE;2;Eleito;NORTE;78673
TO;PALMAS;Prefeito;22;JANAD MARQUES DE FREITAS VALCARI;PL;REPUBLICANOS / PL / UNIÃO / AVANTE / MDB / PP / PRD / DC / SOLIDARIEDADE / PMB;2;Não eleito;NORTE;69684
