sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;cd_cargo;nm_regiao;qt_votos_nom_validos
PE;BELÉM DE MARIA;Prefeito;11;ALEXANDRE MANOEL ALVES FILHO;PP;REPUBLICANOS / PP / PSB;Não eleito;11;NORDESTE;3912
MA;SÃO JOÃO DOS PATOS;Prefeito;70;ALEXANDRE MAGNO PEREIRA GOMES;AVANTE;AVANTE / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / UNIÃO;Eleito;11;NORDESTE;11315
PB;VÁRZEA;Prefeito;44;ALEXANDRE MAGNO DE MEDEIROS ARAUJO;UNIÃO;UNIÃO / MDB;Não eleito;11;NORDESTE;1145
RS;ALEGRETE;Prefeito;22;ALEXANDRE MACHADO DE MACHADO;PL;PL;Não eleito;11;SUL;6824
AM;BOA VISTA DO RAMOS;Prefeito;15;ALEXANDRE MACEDO RIBEIRO;MDB;PDT / MDB / DC / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORTE;5017
SP;VALINHOS;Prefeito;44;ALEXANDRE LUIZ TONETTI;UNIÃO;PP / PDT / PRTB / MOBILIZA / AGIR / UNIÃO / AVANTE / SOLIDARIEDADE;Não eleito;11;SUDESTE;14721
PR;CIDADE GAÚCHA;Prefeito;15;ALEXANDRE LUCENA;MDB;MDB / PL / REPUBLICANOS / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;3672
MT;VILA RICA;Prefeito;11;JAIRES COSTA DE ARAUJO;PP;PP;Não eleito;11;CENTRO-OESTE;178
SC;CUNHA PORÃ;Prefeito;15;ALEXANDRE LENCINA FAGUNDES;MDB;MDB / PL;Não eleito;11;SUL;2368
RO;CAMPO NOVO DE RONDÔNIA;Prefeito;44;ALEXANDRE JOSE SILVESTRE DIAS;UNIÃO;UNIÃO / REPUBLICANOS;Eleito;11;NORTE;1953
MG;IBIRITÉ;Prefeito;55;ALEXANDRE JOSE FERREIRA DOS SANTOS;PSD;AGIR / MDB / AVANTE / PSD;Não eleito;11;SUDESTE;16700
PR;SANTO ANTÔNIO DA PLATINA;Prefeito;55;ALEXANDRE JESUS LEVATTI;PSD;PSD / PODE / PRD / PRTB / AGIR;Não eleito;11;SUL;8510
MG;PERDIZES;Prefeito;11;ALEXANDRE HONORATO FRAGA;PP;PP / PDT / MDB / PODE / PL / PMB / AGIR / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;3727
CE;HORIZONTE;Prefeito;12;ALEXANDRE HOLANDA SABINO;PDT;PDT / AGIR;Não eleito;11;NORDESTE;2548
SP;ARTUR NOGUEIRA;Prefeito;30;ALEXANDRE HOIO DE SOUZA;NOVO;NOVO;Não eleito;11;SUDESTE;2302
SP;MATÃO;Prefeito;55;ALEXANDRE HENRIQUE DE CINQUE;PSD;PSD;Não eleito;11;SUDESTE;0
SP;BASTOS;Prefeito;20;ALEXANDRE GRANADO DE SOUZA;PODE;PRD / PSB / AVANTE / PODE / UNIÃO;Não eleito;11;SUDESTE;3746
SC;ITAPIRANGA;Prefeito;22;ALEXANDRE GOMES RIBAS;PL;PP / PL / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;4440
SP;ALUMÍNIO;Prefeito;22;ALEXANDRE GOMES FERNANDES;PL;PL;Não eleito;11;SUDESTE;279
CE;JAGUARIBE;Prefeito;10;ALEXANDRE GOMES DIOGENES;REPUBLICANOS;REPUBLICANOS / MDB / UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;14923
AL;COLÔNIA LEOPOLDINA;Prefeito;15;ALEXANDRE GILBERTO SOBREIRA;MDB;MDB / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;5995
PA;TUCURUÍ;Prefeito;15;ALEXANDRE FRANCA SIQUEIRA;MDB;REPUBLICANOS / PP / MDB / PODE / UNIÃO / PSD / SOLIDARIEDADE;Não eleito;11;NORTE;0
SC;CURITIBANOS;Prefeito;13;ALEXANDRE FOSSATTI;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;991
RJ;VOLTA REDONDA;Prefeito;13;ALEXANDRE FERNANDES HABIBE;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;8493
SP;PIRAJUÍ;Prefeito;44;ALEXANDRE FARIA BARROZO;UNIÃO;UNIÃO / REPUBLICANOS / MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;4418
MG;FAMA;Prefeito;55;ALEXANDRE ELLER DE SOUZA;PSD;PSD;Eleito;11;SUDESTE;1654
MS;MUNDO NOVO;Prefeito;12;ALEXANDRE DOS SANTOS;PDT;PDT;Não eleito;11;CENTRO-OESTE;421
PR;CORUMBATAÍ DO SUL;Prefeito;55;ALEXANDRE DONATO;PSD;PP / PL / PSD;Eleito;11;SUL;2238
PR;ÂNGULO;Prefeito;55;ALEXANDRE DE SOUSA PROFETA;PSD;UNIÃO / PSD / PL;Eleito;11;SUL;1330
RJ;ARMAÇÃO DOS BÚZIOS;Prefeito;10;ALEXANDRE DE OLIVEIRA MARTINS;REPUBLICANOS;PP / REPUBLICANOS / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;17517
GO;URUTAÍ;Prefeito;15;ALEXANDRE DE ARAÚJO SILVA;MDB;MDB / PODE / PSD;Eleito;11;CENTRO-OESTE;1908
MG;ÁGUA COMPRIDA;Prefeito;45;ALEXANDRE DE ALMEIDA SILVA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;891
SP;NOVA ALIANÇA;Prefeito;10;ALEXANDRE DANILO SCARPELLI;REPUBLICANOS;REPUBLICANOS / PSB;Não eleito;11;SUDESTE;1721
SC;BOMBINHAS;Prefeito;55;ALEXANDRE DA SILVA;PSD;PSD / UNIÃO / PODE / PP;Eleito;11;SUL;7311
RS;CRISTAL DO SUL;Prefeito;15;ALEXANDRE COSTA;MDB;PDT / MDB / PSB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;1659
MA;PINDARÉ-MIRIM;Prefeito;15;ALEXANDRE COLARES BEZERRA JUNIOR;MDB;MDB / PSB / PSD / PODE / SOLIDARIEDADE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;13479
MG;POUSO ALEGRE;Prefeito;44;ALEXANDRE CIAPPINA HUEB;UNIÃO;UNIÃO / PRD / PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;16327
RJ;QUEIMADOS;Prefeito;30;ALEXANDRE CARVALHO DA SILVA;NOVO;NOVO;Não eleito;11;SUDESTE;2810
MG;ALTO JEQUITIBÁ;Prefeito;30;ALEXANDRE BUZIM DE OLIVEIRA;NOVO;NOVO / PL;Não eleito;11;SUDESTE;2578
SP;BOM JESUS DOS PERDÕES;Prefeito;25;ALEXANDRE BUENO PINHEIRO;PRD;PRD;Não eleito;11;SUDESTE;353
RJ;CAMPOS DOS GOYTACAZES;Prefeito;30;ALEXANDRE BUCHAUL DE AZEVEDO;NOVO;NOVO;Não eleito;11;SUDESTE;1801
RN;NÍSIA FLORESTA;Prefeito;77;ALEXANDRE BERCKMANS VERAS DANTAS;SOLIDARIEDADE;REPUBLICANOS / AVANTE / SOLIDARIEDADE;Não eleito;11;NORDESTE;5731
RJ;PORTO REAL;Prefeito;15;ALEXANDRE AUGUSTUS SERFIOTIS;MDB;MDB / PL / PRD / DC / UNIÃO / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;7461
MG;PIRANGUÇU;Prefeito;10;ALEXANDRE AUGUSTO RAMOS;REPUBLICANOS;REPUBLICANOS;Não eleito;11;SUDESTE;1044
SP;FRANCA;Prefeito;15;ALEXANDRE AUGUSTO FERREIRA;MDB;REPUBLICANOS / PP / MDB / PODE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD / PRTB;2º turno;11;SUDESTE;73496
RS;MORMAÇO;Prefeito;11;ALEXANDRE ANTONIO VIEIRA;PP;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSB / MDB / PP;Eleito;11;SUL;1541
GO;GOIANIRA;Prefeito;20;ALEXANDRE ANTONIO GONÇALVES;PODE;PODE / SOLIDARIEDADE;Não eleito;11;CENTRO-OESTE;4654
PB;MATURÉIA;Prefeito;15;ALEXANDRE ALVES DE LIMA;MDB;PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / MDB;Não eleito;11;NORDESTE;298
BA;JEQUIÉ;Prefeito;55;ALEXANDRE ALI ANDRADE IOSSEF;PSD;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE) / MDB / PODE / PSB / AVANTE / PSD;Não eleito;11;NORDESTE;7445
MG;SERRANIA;Prefeito;70;ALEXANDRA MARIA DE OLIVEIRA DIAS BUENO;AVANTE;PP / MDB / PSD / AVANTE;Eleito;11;SUDESTE;2504
SP;GUAPIAÇU;Prefeito;18;ALEXANDRA ASSUMPÇÃO FONSECA;REDE;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;431
MG;ITABIRITO;Prefeito;55;ALEXANDER SILVA SALVADOR DE OLIVEIRA;PSD;PSD / AGIR / PRD / REPUBLICANOS / AVANTE;Não eleito;11;SUDESTE;0
SP;PIRACICABA;Prefeito;22;ALEXANDER MUNIZ DE OLIVEIRA;PL;REPUBLICANOS / PL / PRTB / PMB;Não eleito;11;SUDESTE;48338
RS;ESTRELA VELHA;Prefeito;15;ALEXANDER CASTILHOS;MDB;MDB;Eleito;11;SUL;1570
MG;BALDIM;Prefeito;10;ALEX VANDER DE SOUZA MARTINS;REPUBLICANOS;REPUBLICANOS / PP / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PRD;Não eleito;11;SUDESTE;2174
BA;SANTANA;Prefeito;11;ALEX TYAGO MOREIRA QUEIROZ;PP;PP / DC / PSD / Federação PSOL REDE (PSOL / REDE) / PDT;Não eleito;11;NORDESTE;7195
MT;JANGADA;Prefeito;45;ROSENWAL RODRIGUES DOS SANTOS;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;173
SP;SÃO BERNARDO DO CAMPO;Prefeito;23;ALEX SPINELLI MANENTE;CIDADANIA;PP / PSD / MDB / SOLIDARIEDADE / PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA);2º turno;11;SUDESTE;110791
PA;BONITO;Prefeito;15;ALEX SOUZA DA SILVA;MDB;MDB / PSB / PSD;Eleito;11;NORTE;3829
SC;BOCAINA DO SUL;Prefeito;12;ALEX SCHUMACKER DA SILVA;PDT;PDT;Não eleito;11;SUL;95
SE;NOSSA SENHORA DA GLÓRIA;Prefeito;22;ALEX SANTOS SOUZA;PL;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL;Não eleito;11;NORDESTE;5123
PR;ROLÂNDIA;Prefeito;15;ALEX SANTANA;MDB;REPUBLICANOS / PSB / UNIÃO / MDB;Não eleito;11;SUL;6307
CE;UMARI;Prefeito;55;ALEX SANDRO RUFINO FERREIRA;PSD;PDT / PSD;Eleito;11;NORDESTE;4256
AL;BATALHA;Prefeito;11;ALEX SANDRO ROCHA PINTO;PP;PP;Não eleito;11;NORDESTE;2791
SC;SÃO JOÃO DO SUL;Prefeito;11;ALEX SANDRO PEREIRA BIANCHIN;PP;PP / PDT / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;3293
PR;QUERÊNCIA DO NORTE;Prefeito;22;ALEX SANDRO FERNANDES;PL;PL / PSD / PP / UNIÃO;Eleito;11;SUL;5444
PR;PITANGUEIRAS;Prefeito;44;ALEX SANDRO DOS REIS;UNIÃO;UNIÃO;Não eleito;11;SUL;317
RJ;MIRACEMA;Prefeito;50;ALEX SANDRO DA SILVA BASILIO;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;146
PB;BARRA DE SANTA ROSA;Prefeito;44;ALEX SANDRO AZEVEDO VIEIRA;UNIÃO;UNIÃO / PSB / REPUBLICANOS / PDT;Eleito;11;NORDESTE;5134
SP;DUMONT;Prefeito;10;ALEX ROMUALDO DA SILVA;REPUBLICANOS;REPUBLICANOS / PSB / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;1711
SP;MESÓPOLIS;Prefeito;10;ALEX ROCHA PIMENTEL;REPUBLICANOS;REPUBLICANOS / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;882
PE;SANTA MARIA DO CAMBUCÁ;Prefeito;43;ALEX ROBEVAN DE LIMA;PV;REPUBLICANOS / PODE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;5478
MG;SÃO SEBASTIÃO DA BELA VISTA;Prefeito;10;ALEX REBOUÇAS RAMOS;REPUBLICANOS;REPUBLICANOS;Não eleito;11;SUDESTE;832
RS;SÃO VICENTE DO SUL;Prefeito;22;ALEX RAMOS CAMARGO;PL;PL;Não eleito;11;SUL;2113
SP;GUARARAPES;Prefeito;15;ALEX PERAMO DE ARRUDA;MDB;MDB / PRD / AVANTE;Eleito;11;SUDESTE;10665
RJ;ENGENHEIRO PAULO DE FRONTIN;Prefeito;13;ALEX PAPA ALVES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;363
SP;RUBINÉIA;Prefeito;22;ALEX OLIVO;PL;PL / PODE / DC / PRD;Eleito;11;SUDESTE;1909
SP;CAJURU;Prefeito;15;ALEX MORETINI;MDB;MDB / REPUBLICANOS / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;6481
RJ;MESQUITA;Prefeito;22;ALEX MAROTO DE OLIVEIRA;PL;PP / PODE / PL / PRD / NOVO / AGIR / UNIÃO / PSD / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / SOLIDARIEDADE;Eleito;11;SUDESTE;71851
BA;BARRA DO CHOÇA;Prefeito;70;ALEX MARCOS DE SOUZA;AVANTE;PODE / UNIÃO / AVANTE;Não eleito;11;NORDESTE;6086
AP;PORTO GRANDE;Prefeito;25;ALEX LOPES DE SOUZA;PRD;PRD;Não eleito;11;NORTE;163
MG;GRÃO MOGOL;Prefeito;15;ALEX LEMOS DE OLIVEIRA;MDB;MDB / PRD / PSD;Não eleito;11;SUDESTE;3150
MG;ROMARIA;Prefeito;55;ALEX JOVEM DO NASCIMENTO;PSD;MDB / PSD;Não eleito;11;SUDESTE;1226
MG;GUIMARÂNIA;Prefeito;44;ALEX GUIMARÃES NUNES;UNIÃO;PP / PL / MDB / PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / SOLIDARIEDADE / UNIÃO;Eleito;11;SUDESTE;3022
MT;PEIXOTO DE AZEVEDO;Prefeito;13;MARCOS MONTEIRO DE FARIAS;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;CENTRO-OESTE;171
SP;OUROESTE;Prefeito;55;ALEX GARCIA SAKATA;PSD;PSD / PP / MDB;Não eleito;11;SUDESTE;2880
SP;SÃO LUÍS DO PARAITINGA;Prefeito;22;ALEX EUZÉBIO TORRES;PL;REPUBLICANOS / PP / MOBILIZA / AVANTE / PL;Eleito;11;SUDESTE;3497
PA;PORTEL;Prefeito;44;ALEX DUARTE DE AQUINO;UNIÃO;UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL;Não eleito;11;NORTE;9933
BA;BELMONTE;Prefeito;33;ALEX DO ROSARIO DOS SANTOS;MOBILIZA;MOBILIZA;Não eleito;11;NORDESTE;221
RN;SANTA MARIA;Prefeito;20;ALEX DE AZEVEDO CRUZ;PODE;PL / PODE;Não eleito;11;NORDESTE;1893
MG;SÃO JOÃO EVANGELISTA;Prefeito;55;ALEX DA CUNHA PIMENTA FILHO;PSD;AGIR / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;3262
MA;LAGO VERDE;Prefeito;11;ALEX CRUZ ALMEIDA;PP;PP / PRD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;6317
MG;VIRGINÓPOLIS;Prefeito;33;ALEX BATISTA COELHO;MOBILIZA;PL / MOBILIZA / PMB;Não eleito;11;SUDESTE;1345
BA;TANQUE NOVO;Prefeito;43;ALEX BATISTA CARDOSO;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;2948
MG;MANHUAÇU;Prefeito;13;ALEX BARBOSA DE MATOS SANTOS;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1412
MG;VIEIRAS;Prefeito;12;ALEX AUGUSTO MARTINS DA SILVEIRA;PDT;PDT / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1154
SP;ÓLEO;Prefeito;15;ALEX APARECIDO ZORZATO;MDB;MDB / PODE / PL;Não eleito;11;SUDESTE;953
MG;SÃO SEBASTIÃO DO PARAÍSO;Prefeito;43;ALEX APARECIDO FERNANDES ROSSETI;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / AVANTE;Não eleito;11;SUDESTE;0
PR;BRASILÂNDIA DO SUL;Prefeito;55;ALEX ANTONIO CAVALCANTE;PSD;PSD / MDB;Eleito;11;SUL;1804
CE;TIANGUÁ;Prefeito;40;ALEX ANDERSON NUNES DA COSTA;PSB;PP / REPUBLICANOS / UNIÃO / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;31126
SC;ITÁ;Prefeito;70;ALEX ALEXANDRE DALLA VECCHIA RUDNISKI;AVANTE;AVANTE;Não eleito;11;SUL;533
GO;ABADIÂNIA;Prefeito;22;ALESSANDRO SILVERIO DE ALMEIDA;PL;PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PODE / AGIR / SOLIDARIEDADE;Não eleito;11;CENTRO-OESTE;3851
PA;PORTEL;Prefeito;10;ALESSANDRO PEREIRA GOMES;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORTE;0
PI;PAJEÚ DO PIAUÍ;Prefeito;55;ALESSANDRO PEREIRA DA SILVA;PSD;PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;550
GO;COCALZINHO DE GOIÁS;Prefeito;44;ALESSANDRO OTONE BARCELOS;UNIÃO;PL / PRD / UNIÃO / PSD / SOLIDARIEDADE;Eleito;11;CENTRO-OESTE;9282
MG;MINAS NOVAS;Prefeito;10;ALESSANDRO MOTA BARBOSA;REPUBLICANOS;REPUBLICANOS / PP / AVANTE / PRD / PSB / PSD / PL;Eleito;11;SUDESTE;11538
SP;IPORANGA;Prefeito;55;ALESSANDRO MENDES RODRIGUES;PSD;PSD / PL / AVANTE;Não eleito;11;SUDESTE;1356
BA;JUCURUÇU;Prefeito;70;ALESSANDRO MENDES DOS REIS;AVANTE;AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;61
MG;SILVIANÓPOLIS;Prefeito;44;ALESSANDRO JOSÉ NERY SILVA;UNIÃO;PL / UNIÃO / SOLIDARIEDADE;Não eleito;11;SUDESTE;1570
MG;ARAÇAÍ;Prefeito;55;ALESSANDRO GUIMARÃES SAMPAIO;PSD;PSD / PDT;Não eleito;11;SUDESTE;1228
RS;ESTÂNCIA VELHA;Prefeito;40;ALESSANDRO GIL PEREIRA DA CONCEIÇÃO JOCHEM;PSB;PSB;Não eleito;11;SUL;205
RR;RORAINÓPOLIS;Prefeito;10;ALESSANDRO DALTRO SOUSA;REPUBLICANOS;REPUBLICANOS / PP / PDT / PRTB / PL;Eleito;11;NORTE;11217
PR;RIO NEGRO;Prefeito;11;ALESSANDRO CRISTIAN VON LINSINGEN;PP;PP / PRTB / UNIÃO / SOLIDARIEDADE;Eleito;11;SUL;8069
MA;LORETO;Prefeito;44;ALESSANDRO COELHO COSTA;UNIÃO;UNIÃO / PODE / NOVO;Não eleito;11;NORDESTE;3183
PR;GUARAQUEÇABA;Prefeito;44;ALESSANDRO CARNEIRO SOARES TRUCHINSKI;UNIÃO;UNIÃO / PP / SOLIDARIEDADE / PDT / PSB;Eleito;11;SUL;3227
SC;PINHALZINHO;Prefeito;11;ALESSANDRO BELTRAME;PP;PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO / PP / PSD;Eleito;11;SUL;5966
SP;NOVA GRANADA;Prefeito;10;ALESSANDRO ALVES CAFFAGNI;REPUBLICANOS;REPUBLICANOS / AVANTE;Não eleito;11;SUDESTE;131
SP;ARAPEÍ;Prefeito;12;ALESSANDRO ALVES BOTELHO;PDT;PDT / PODE;Não eleito;11;SUDESTE;888
PE;SANTA CRUZ DO CAPIBARIBE;Prefeito;22;ALESSANDRA XAVIER DA ROCHA VIEIRA;PL;PL / PRD / AGIR / UNIÃO / AVANTE;Não eleito;11;NORDESTE;11692
SP;TATUÍ;Prefeito;11;ALESSANDRA VIEIRA DE CAMARGO TELES;PP;PP / PL / PSB / UNIÃO / AVANTE;Não eleito;11;SUDESTE;24106
MG;IPATINGA;Prefeito;25;ALESSANDRA SILVA RIBEIRO;PRD;PRD;Não eleito;11;SUDESTE;3428
RJ;NITERÓI;Prefeito;29;ALESSANDRA DOS SANTOS MARQUES;PCO;PCO;Não eleito;11;SUDESTE;124
GO;ALEXÂNIA;Prefeito;22;ALESSANDRA DA SILVA GUIMARÃES LOBO;PL;PL;Não eleito;11;CENTRO-OESTE;284
MG;BRUMADINHO;Prefeito;30;ALESSANDRA CRISTINA DE OLIVEIRA;NOVO;NOVO;Não eleito;11;SUDESTE;1059
SC;VITOR MEIRELES;Prefeito;55;ALESIO ROMAR VANSUITA;PSD;PP / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;1791
PE;AFOGADOS DA INGAZEIRA;Prefeito;40;ALESANDRO PALMEIRA DE VASCONCELOS LEITE;PSB;REPUBLICANOS / MDB / PODE / PSB / AVANTE / SOLIDARIEDADE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;13061
SP;IACRI;Prefeito;45;ALESANDRA LEAL FERREIRA;PSDB;PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;1711
MG;CAPELINHA;Prefeito;55;ALEQUISON GOMES MENDES;PSD;MDB / PSD / AGIR / SOLIDARIEDADE;Não eleito;11;SUDESTE;4761
GO;MINEIROS;Prefeito;15;ALEOMAR DE OLIVEIRA REZENDE;MDB;AVANTE / DC / PMB / PODE / PP / REPUBLICANOS / SOLIDARIEDADE / UNIÃO / MDB;Eleito;11;CENTRO-OESTE;29406
PR;SERTANÓPOLIS;Prefeito;55;ALEOCIDIO BALZANELO;PSD;REPUBLICANOS / PP / PSD;Não eleito;11;SUL;4050
BA;ITIRUÇU;Prefeito;15;ALENDER RODRIGUES BRANDAO CORREIA;MDB;MDB / REPUBLICANOS / PODE / PSB / PDT;Não eleito;11;NORDESTE;1427
SP;GUARULHOS;Prefeito;13;ALENCAR SANTANA BRAGA;PT;AGIR / AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;62031
SC;CAÇADOR;Prefeito;22;ALENCAR MENDES;PL;PL / PP / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO / REPUBLICANOS;Eleito;11;SUL;20865
RS;JÚLIO DE CASTILHOS;Prefeito;13;ALENCAR FILIPIN CAVALHEIRO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;0
PR;JAPIRA;Prefeito;55;ALEKISSON MICHEL TOMAZI;PSD;PSD;Não eleito;11;SUL;763
MT;CONFRESA;Prefeito;77;MARCOS AURELIO DIAS LEAO;SOLIDARIEDADE;PDT / SOLIDARIEDADE;Não eleito;11;CENTRO-OESTE;157
RJ;SÃO SEBASTIÃO DO ALTO;Prefeito;22;ALEDIO REZENDE DE OLIVEIRA;PL;PL / AGIR;Não eleito;11;SUDESTE;3308
SP;ANHUMAS;Prefeito;44;ALECY RODRIGUES DE OLIVEIRA;UNIÃO;PODE / UNIÃO;Não eleito;11;SUDESTE;427
SC;CELSO RAMOS;Prefeito;44;ALECSANDRO PELOZATTO;UNIÃO;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO;Eleito;11;SUL;1375
MG;CACHOEIRA DOURADA;Prefeito;11;ALEANDRO FRANCISCO DA SILVA;PP;PP / AVANTE;Eleito;11;SUDESTE;1470
PR;CATANDUVAS;Prefeito;11;ALDOIR BERNART;PP;REPUBLICANOS / PP / UNIÃO;Não eleito;11;SUL;2075
PR;CANDÓI;Prefeito;55;ALDOINO GOLDONI FILHO;PSD;PSD / REPUBLICANOS / MDB / PL / UNIÃO;Eleito;11;SUL;5480
AC;SANTA ROSA DO PURUS;Prefeito;20;ALDO RODRIGUES DE MOURA;PODE;PODE / SOLIDARIEDADE;Não eleito;11;NORTE;1204
SE;ITABI;Prefeito;43;ALDO MOTA DE SANTANA;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;71
SP;ARCO-ÍRIS;Prefeito;44;ALDO MANSANO FERNANDES;UNIÃO;MDB / PL / UNIÃO;Eleito;11;SUDESTE;1557
PB;IMACULADA;Prefeito;55;ALDO LUSTOSA DA SILVA;PSD;REPUBLICANOS / PSD;Eleito;11;NORDESTE;4677
MA;CURURUPU;Prefeito;10;ALDO LUIS BORGES LOPES;REPUBLICANOS;PSB / REPUBLICANOS;Eleito;11;NORDESTE;12332
MG;BRAZÓPOLIS;Prefeito;11;ALDO HENRIQUE CHAVES DA SILVEIRA;PP;PP / REPUBLICANOS / PSD;Não eleito;11;SUDESTE;3613
SC;JABORÁ;Prefeito;15;ALDO GUARESE;MDB;MDB;Não eleito;11;SUL;1130
MG;MARILAC;Prefeito;45;ALDO FRANÇA SOUTO;PSDB;PP / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO;Eleito;11;SUDESTE;2029
PB;RIACHÃO DO BACAMARTE;Prefeito;65;ALDO CATÃO DE VASCONCELOS;PC do B;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PODE;Não eleito;11;NORDESTE;358
AL;PÃO DE AÇÚCAR;Prefeito;22;ALDO ALVES ROSA;PL;PP / PL / UNIÃO;Não eleito;11;NORDESTE;3035
PI;ELISEU MARTINS;Prefeito;15;ALDIMAR DE SOUSA DIAS;MDB;MDB / PDT;Não eleito;11;NORDESTE;1631
